movie_id,tags
3688,nudity(fullfrontal-notable) nudity(fullfrontal) cultfilm highschool
3693,cultclassic campy cultfilm darkcomedy splatter troma
3696,freddekker
3697,action aliens hunting monster predator
3698,arnoldschwarzenegger dystopia stephenking arnold author:stephenking badacting basedonabook campy corruption dystopia dystopicfuture realitytv sobadit'sgood survival television wrongfulimprisonment
3699,aliens
3700,aliens
3701,aliens thought-provoking
3702,australia melgibson carchase cars cultclassic dystopia gangs lonehero lowbudget motorcycle postapocalyptic post-apocalyptic revenge violent
3703,melgibson nudity(topless) postapocalyptic action carchase desert dystopia lonehero postapocalypse post-apocalyptic sequel
3704,melgibson postapocalyptic crappysequel post-apocalyptic
3705,melgibson
3706,mickeyrourke robertdeniro voodoo devil mystery twistending
3717,action angelinajolie nicolascage carchase carjacking cars crime
3723,melgibson shakespeare
3726,gangs
3727,vampires
3729,blaxploitation
3730,francisfordcoppola genehackman characterstudy claustrophobic espionage ominous paranoia paranoid psychological
3735,alpacino newyorkcity sidneylumet corruption police policecorruption truestory undercovercop
3736,billywilder criterion cynical journalism
3740,johncarpenter kurtrussell anti-hero campy cultclassic magic martialarts occult surreal
3741,terrencemalick atmospheric crime
3742,classic propaganda
3745,animation post-apocalyptic sci-fi space spacetravel
3751,aardmanstudios dreamworks aardman animals animation birds claymation family funny stopmotion
3752,hilarious jimcarrey reneezellweger absurd comedy dumb splitpersonality
3753,americanrevolution heathledger melgibson historical history revengestory war
3755,georgeclooney markwahlberg disaster naturaldisaster ocean searchandrescue weather
3758,alienabduction
3760,nudity(topless)
3761,prison
3783,casino neo-noir
3785,comedy comedy funny parody spoof stupid
3786,bechdeltest:pass cleaduvall campy cheerleading comingofage cute lesbian lgbt queer satire sexuality
3788,artistic atmospheric photography stylized
3791,kevinbacon dance dancing
3793,famkejanssen halleberry hughjackman ianmckellen patrickstewart x-men action adaptedfrom:comic basedonacomic basedoncomicbook comicbook cultfilm genetics hughjackman marvel mutants psychology sci-fi super-hero superhero superheroes violence
3798,harrisonford ghost supernatural suspenseful
3801,jamesstewart courtroom courtroomdrama
3802,timetravel
3809,billmurray richarddreyfuss funny psychology quirky
3811,southafrica military politics
3812,woodyallen
3819,foodie charming food humorous quirky ramen satirical sexy slow
3822,blackandwhite
3825,piperperabo dancingonthebar music romanticcomedy verygirlish
3826,kevinbacon paulverhoeven sexualizedviolence invisibility rape
3827,clinteastwood space
3831,marijuana
3836,worldwarii anti-hero
3843,campy
3847,nazis
3854,lesbian
3861,football
3863,jenniferlopez vincentd'onofrio alternatereality atmospheric beautifulcinematography beautifulscenery cinematography dark dreamlike dreams gore horror psychological serialkiller stylized surreal torture unique virtualreality visuallystunning
3868,funnyashell leslienielsen comedy parody slapstick spoof
3869,ilaughedcontinuoslythroughoutthisfilm leslienielsen comedy parody
3882,elizadushku kirstendunst cheerleading guiltypleasure highschool
3897,1970s cameroncrowe nudity(topless-notable) nudity(topless) philipseymourhoffman zooeydeschanel affectionate bittersweet comingofage earnest greatsoundtrack groupie humorous journalism music nostalgic philipseymourhoffman rockandroll teen understated warm writers
3910,larsvontrier bjork blindness cathartic deathpenalty disability disturbing factory greatending greatmusic grim immigrants injustice musical sad surreal tearjerking
3911,christopherguest absurd comedy darkcomedy dogs improvised mockumentary quirky satire
3915,boxing
3916,denzelwashington americanfootball basedonatruestory football goodstory highschool inspirational inspiring raceissues racism socialcommentary sports
3917,clivebarker atmosphere bodyhorror cultfilm disgustingscenes gory gruesome horror occult supernaturalhorror
3925,blackandwhite
3927,miniaturization
3932,h.g.wells universalmonsters invisibility
3937,robots
3947,michaelcaine
3948,benstiller owenwilson robertdeniro comedy funnymoments stupid
3949,clintmansel darrenaronofsky jaredleto jenniferconnelly nudity(fullfrontal-notable) nudity(fullfrontal) romance addiction atmospheric basedonabook cinematography dark depressing depressingwithoutbeinguplifting disturbing drama drugabuse drugs emotional greatacting heroin imdbtop250 independentfilm intense loneliness music oscar(bestdirecting) powerfulending preachy prostitution psychological psychology revenge socialcommentary soundtrack tragic unrelentinglybleak visuallyappealing
3952,politics
3959,dystopia inventor timetravel
3967,british england ballet boxing british comingofage dance dancing drama father-sonrelationship goodsoundtrack heartwarming homosexuality independentfilm inspirational selfdiscovery smalltown workingclass
3968,brendanfraser elizabethhurley comedy nicemessage sexydevil
3969,abuse alcoholism changetheworld domesticviolence haleyjoelosment idealistic inspirational kevinspacey lasvegas sad thought-provoking twistending
3972,jackiechan kungfu martialarts
3977,billmurray camerondiaz lucyliu predictable silly
3978,golf
3979,adamsandler comedy devil hell
3980,inspirational
3981,mars
3983,siblingrelationships family realistic slow
3984,007 jamesbond seanconnery jamesbond
3986,arnoldschwarzenegger action arnold futuristic genetics
3988,christmas dr.seuss jimcarrey ronhoward xmastheme basedonabook
3989,truestory
3991,dogs
3992,italian monicabellucci nudity(fullfrontal-notable) nudity(fullfrontal) comingofage morality socialcommentary
3993,bdsm nudity(topless-notable) sexualizedviolence censorship freedomofexpression
3994,brucewillis m.nightshyamalan samuell.jackson atmospheric comics crapending eerie father-sonrelationship m.nightshyamalan mindfuck somber storytelling superhero twistending understated unique well-written
3996,action anglee china kungfu myth atmospheric beautiful beautifullyfilmed china colourful dragon dreamlike fightscenes flying martialarts overrated poetic romance stylized swordfight swordfighting visuallystunning wuxia
3997,dragon
3999,mountainclimbing
4002,johncandy sexualhumor stevemartin comedy roadmovie roadtrip travel
4005,007 jamesbond timothydalton jamesbond
4007,charliesheen martinsheen michaeldouglas oliverstone oscar(bestactor) ushistory ambition business corporateamerica greed stockmarket
4008,vietnamwar anti-war
4011,allmalecast beniciodeltoro bradpitt crime england greatdialogue guyritchie hilarious jasonstatham boxing bradpitt british comedy crime cynical darkcomedy darkhumor dialogue ensemblecast fighting frantic funny greatdialogue guyritchie gypsyaccent heist hilarious imdbtop250 multiplestorylines narrated organizedcrime quirky stylish stylized twistending
4014,french johnnydepp quirky atheism chocolate colourful family feel-good food food/cooking france love magicrealism smalltown
4015,ashtonkutcher seannwilliamscott silly stoner stonermovie aliens comedy stupid
4016,animation disney disneyanimatedfeature southamerica transformation friendship funny witty
4018,helenhunt melgibson stereotypes telepathy women
4019,seanconnery friendship inspirational mentor
4020,drama hilaryswank nudity(topless) cateblanchett psychic supernatural
4022,robertzemeckis survival tomhanks adventure airplanecrash boring drama helenhunt island isolation loneliness lovestory manvs.nature philosophy psychological spiritualjourney stranded unique wilson
4023,nicolascage alternativelife romance
4025,michaelcaine sandrabullock chickflick comedy ridiculous strongfemalelead
4027,1930s coenbrothers georgeclooney johngoodman johnturturro kukluxklan musical quirky adventure basedonabook blackcomedy bluegrass coenbrothers comedy country funny greatsoundtrack notablesoundtrack prisonescape quirky racism soundtrack updatedclassics
4029,ensemblecast
4033,kevincostner cubanmissilecrisis historical politics
4034,beniciodeltoro criterion drugtrade stevensoderbergh corruption drugabuse drugs ensemblecast oscar(bestcinematography) politics socialcommentary
4036,johnmalkovich willemdafoe filmwithinafilm vampire
4037,davidmamet conmen
4041,debrawinger
4043,father-sonrelationship
4052,geeks
4054,juliastiles ballet dancing
4056,jacknicholson obsession
4064,pamgrier blaxploitation nudeblackwomen revenge
4065,blaxploitation revenge
4068,highschool
4069,jenniferlopez matthewmcconaughey chickflick
4085,axelfoley eddiemurphy action comedy detective funny police
4091,cheerleading
4092,androids post-apocalyptic
4102,homophobic stand-upcomedy
4103,china christianbale stevenspielberg worldwarii basedonabook prison
4105,brucecampbell cultclassic samraimi blackcomedy brucecampbell campy controversial cultclassic cultfilm darkhumor demons directorialdebut horror isolation lowbudget possession rape splatter wilderness zombie zombies
4121,miniaturization trappedinahumanbody
4124,shark
4128,1980s kiefersutherland adolescence cultclassic cultfilm vampires
4133,80snostalgia dolphlundgren he-man skeletor
4142,christian propaganda
4144,1960s artdirection criterion hongkong maggiecheung tonyleung wongkarwai wongkar-wai adultery atmospheric costumes elegant intimate loneliness longing loveaffair masterpiece melancholic melancholy moody music nocturnal soundtrack stylized understated visuallyappealing visuallystunning
4147,comingofage gay
4148,anthonyhopkins garyoldman hanniballecter juliannemoore ridleyscott atmospheric basedonabook cannibalism psychology serialkiller torture
4155,charlizetheron keanureeves
4161,bradpitt juliaroberts
4189,christian jesus
4195,vincentprice revenge
4203,buddymovie mickeyrourke
4210,hanniballecter murderinvestigations serialkiller
4212,agathachristie mystery
4214,college
4216,gay
4223,edharris judelaw nazis rachelweisz russia wwii war worldwarii heroic sniper suspense
4225,nasa australian
4226,amnesia carrie-annemoss christophernolan guypearce mindfuck amnesia backwards blackandwhite brainteaser captivating cerebral complex complicated complicatedplot cryptic cultfilm dark death dreamlike genius goodplottwists greatending gritty identity imdbtop250 investigation memory memoryloss mentalillness mind-bending mindfuck mystery narrated neo-noir non-linear nonlinear original originalidea overrated paranoia paranoid plottwist psychological psychologicalthriller psychology revenge reversetimeline short-termmemoryloss story storytelling stylized suspense tattoo tense thoughtprovoking timeloop twistending twists&turns violence
4232,robertrodriguez family gadgets silly spying
4234,espionage
4235,alejandrogonzalezinarritu mexican mexico nudity(topless-brief) dogs drama episodic imdbtop250 independentfilm money multiplestorylines violence
4239,johnnydepp basedonatruestory cocaine drugtrade drugtrafficking drugs dysfunctionalfamily truestory
4246,british colinfirth hughgrant janeausten reneezellweger romance basedonabook chickflick comedy english funny girliemovie guiltypleasure london love lovestory relationships romance romanticcomedy self-esteem
4247,davidspade
4251,violent
4255,tomgreen absurd overthetop
4259,chess
4262,alpacino briandepalma miami michellepfeiffer nudity(topless-brief) atmospheric classic cocaine corruption crime drugabuse drugs gangster gangsters guns highlyquotable imdbtop250 long mafia organizedcrime overrated remake violence violent
4270,brendanfraser rachelweisz sequel action adventure cheesy comedy egypt mummy
4291,dollyparton feminism women
4296,bittersweet
4298,criterion blackandwhite heist
4299,alantudyk heathledger paulbettany medieval
4300,politics
4306,camerondiaz disney dreamworks eddiemurphy funny mikemyers quirky shrek animation comedy computeranimation donkey fairytale funny parody pixar romance satire sexualinuendo talkinganimals twistedfairytales witty
4308,bazluhrmann ewanmcgregor nicolekidman oscar(bestartdirection-setdecoration) oscar(bestcostumedesign) sexualizedviolence cinematography colourful dramatic greatsoundtrack lyrical musical passionate quirky romance sentimental stylized visuallystunning
4310,action benaffleck history katebeckinsale michaelbay romance wwii war worldwarii aviation emotional historical lovestory military patriotic romantic wartime
4321,billycrystal
4322,baseball
4326,1960'sjimcrow corruption genehackman willemdafoe basedonatruestory civilrights kukluxklan racism truestory
4327,charlesbronson remakeof:sevensamurai(1954) stevemcqueen yulbrynner western
4334,intimate reflective warm wistful
4342,gay
4343,davidduchovny aliens comedy funny hillarious silly
4344,halleberry hughjackman johntravolta nudity(topless-notable) nudity(topless) action computers hackers hacking
4345,ensemblecast
4347,nazis
4351,keanureeves patrickswayze adrenalinejunkie bankrobbery surfing undercovercop
4356,marilynmonroe
4357,marilynmonroe
4359,marilynmonroe
4361,dustinhoffman crossdressing
4366,atlantis disney michaelj.fox adventure ancientcivilization steampunk underwater
4367,action angelinajolie danielcraig girlpower kick-buttwomen action actiongirl adventure badplot basedonavideogame boring heroineintightsuit sexy strongwomen videogame videogameadaptation
4369,michellerodriguez paulwalker vindiesel action carchase cars macho nodesiretoseethis racing streetrace undercovercop
4370,bittersweet judelaw stanleykubrick stevenspielberg androids artificialintelligence beautiful depressing disturbing dystopia emotional endingkindaruinedit fairytale future robots sci-fi spielberg toolong
4380,malenudity
4381,comedy
4387,action dragon
4388,parody stupid
4389,mischabarton nudity(topless) piperperabo boardingschool cliche lesbian suicide
4390,bannedmovie controversial rape unsimulatedsex
4403,edgarallanpoe rogercorman vincentprice
4406,johnwayne western
4407,oliverstone
4422,breathtaking
4427,petero'toole
4437,darioargento giallo jessicaharper witchcraft atmospheric cinematography crazymusic creepy dreamlike eerie hallucinatory horror ominous soundtrack stylized witches
4438,martialarts
4439,drugabuse heroin
4443,seanconnery space
4446,alieninvasion aliens computeranimation post-apocalyptic sci-fi visuallystunning weakcharacters
4447,bechdeltest:pass comedy gaystereotypes lukewilson reesewitherspoon betterthanexpected chickflick comedy cute feminism feminist friendship girliemovie law lawyers pink strongfemalelead stupid
4448,edwardnorton robertdeniro heist predictable
4450,bijouphillips larryclark bullying rape truestory
4454,claymation consumerism creativity dystopia imagination nodialogue short socialcommentary
4465,rape trial
4467,terrygilliam fantasy imagination metafiction story-in-a-story surreal
4489,eddiemurphy fishoutofwater multipleroles
4499,conartists
4506,paris
4515,beatles
4519,animation classic dinosaurs friendship
4531,arnoldschwarzenegger
4533,cultfilm punkrock satirical zombie zombies
4541,voodoo
4545,artificialintelligence
4546,criterion disturbing kidnapping
4552,cyberpunk surreal
4553,cultclassic johncarpenter aliens campy conspiracy consumerism cultfilm dystopia humorous satire satirical sci-fi socialcommentary
4555,gay
4558,arnoldschwarzenegger arnold
4562,sherlockholmes
4565,action
4571,keanureeves comedy dudecomedy dumbbutfunny history rockandroll sci-fi timetravel
4612,christianity jesus
4618,trappedunderwater 
4621,johntravolta babies
4623,baseball
4626,endoftheworld
4638,michaelcrichton samneill adventure dinosaurs stranded
4640,takeshikitano violent yakuza
4641,scarlettjohansson stevebuscemi thorabirch adolescence basedonacomic bittersweet comingofage darkcomedy deadpan depressing funny highschool indie quirky reflective stylized suburbia thorabirch
4642,berlin germany basedonaplay bittersweet campy cultfilm directorialdebut funny greatsoundtrack music musical poignant queer quirky sexuality stylized transgender
4643,timburton dystopia evolution geneticengineering post-apocalyptic predictable remake scifi slavery spacetravel
4649,irreverent satirical silly
4655,politics
4658,alejandrojodorowsky atmospheric stylized surreal weird
4661,thriller
4677,tomhanks
4678,michaelrichards weirdal quirky
4679,johncandy macaulayculkin johnhughes
4681,dannydevito
4689,giallo
4699,angelinajolie
4700,annehathaway disney julieandrews comedy comingofage royalty teen teenmovie
4701,christucker jackiechan action martialarts
4713,drugs ominous psychedelic sciencefiction trippy
4718,notablenudity nudity(topless) comedy notfunny sexuality teen
4720,alejandroamenábar beautifulwoman bible drama horror isolation nicolekidman afterlife alternatereality atmospheric beautiful claustrophobic clever dark death ghosts gothic hauntedhouse horror mother-daughterrelationships religion scary seenmorethanonce supernatural surpriseending twistending
4725,bradanderson psychologicalhorror welldone abandonedbuildings creepy dark davidcaruso horror mentalhospital multiplepersonalities psychology suspense
4728,amysmart cubagoodingjr. johncleese rowanatkinson sethgreen whoopigoldberg comedy hilarious roadtrip treasurehunt
4734,kevinsmith stonermovie cameos cultfilm ensemblecast jayandsilentbob marijuana parody viewaskew
4738,timetravel
4741,1970s friendship socialcriticism witty
4744,justinlong horror monster
4754,christopherlee missingpersons religiouszealotry trappedorconfined atmospheric cult cultfilm disturbing eerie enigmatic island ominous pagan religion sexual smalltown twistending
4769,nazis
4776,ethanhawke notablenudity nudity(topless) oscar(bestactor) snoopdogg badcop corruption denzelwashington detectivethriller greatacting plot policecorruption twistending
4794,atmospheric
4795,stranded
4802,screwballcomedy
4809,whistleblower
4814,thriller
4815,anthonyhopkins
4816,bechdeltest:fail davidbowie funnyashell highlyquotable owenwilson willferrell benstiller comedy farce fashion funny goofy hysterical malemodels mindlessoneliners models quirky satire seenmorethanonce sillyhumor spoof stupid
4823,christmas goodromanticcomedies katebeckinsale newyorkcity romanticcomedy chickflick johncusack serendipity wedding
4833,petermedak atmospheric hauntedhouse melancholy
4835,oscar(bestactress)
4844,heist
4845,stupid
4848,atmospheric criterion davidlynch enigmatic erotic hollywood losangeles mindfuck naomiwatts nudity(fullfrontal-notable) nudity(fullfrontal) amnesia arthouse atmospheric confusing creepy dark disturbing drama dreamlike enigmatic erotic hallucinatory homosexuality lesbian mindfuck moviebusiness mystery nonlinear sexual short-termmemoryloss strange stylized surreal surrealism thriller twistending unique visuallyappealing weird
4855,clinteastwood nudity(fullfrontal-brief) gritty harsh police revenge serialkiller setting:sanfrancisco visceral
4857,judaism
4863,johnwaters
4865,19thcentury atmospheric comics england heathergraham horror jacktheripper johnnydepp london nudity(fullfrontal) nudity(rear) nudity(topless) thriller victorianera comicbook dark gothic historical insanity murder mystery policeinvestigation psychology serialkiller
4873,richardlinklater alternatereality animated beautiful cerebral cinematography dialoguedriven dreamlike dreams drugs existentialism luciddreaming metaphysics nonarrative philosophy pretentious quirky rotoscope rotoscoping stylized surreal thought-provoking visuallystunning
4874,kevinspacey alien aliens astronomy atmospheric fantasy intellectual philosophical psychiatrist sci-fi
4876,ghosts
4878,boring dark jakegyllenhaal paralleluniverse alternatetimeline atmospheric bullshitscience cerebral comingofage complicated confusing cultclassic cultfilm dark dreamlike dreams enigmatic funny gooddialogue greatsoundtrack hallucinatory highschool imaginaryfriend imdbtop250 jakegyllenhaal mentalillness mindfuck music mystery original philosophy plotholes pretentious psychological psychology quirky rabbits satirical sci-fi short-termmemoryloss socialcommentary stylized surreal teen thought-provoking timetravel twistending weird
4880,touching
4881,billybobthornton coenbrothers blackandwhite greatcinematography narrated neo-noir
4886,animation billycrystal comedy disney johngoodman oscar(bestmusic-originalscore) pixar pixaranimation stevebuscemi animated animation cute funny hilarious innovative monsters original
4887,jetli action alternatereality martialarts
4888,minimalist tense
4890,gwynethpaltrow jackblack moralistic
4896,adventure alanrickman christmas danielradcliffe emmawatson fantasy harrypotter magic rupertgrint wizards adaptedfrom:book alanrickman basedonabook basedonbook boardingschool children dragons family fantasy fantasyworld ghosts goodversusevil halloween harrypotter humorous invisibility magic mystery mythology schooldrama witches wizards
4901,bradpitt robertredford cia espionage multinationalsettings spies spy
4902,guillermodeltoro spanishcivilwar dark ghosts orphanage orphans supernatural
4914,criterion frenchnewwave jean-lucgodard jean-paulbelmondo paris deadpan nouvellevague
4920,bettedavis selfdiscovery
4932,transvestism
4936,dance
4939,timetravel
4941,sobadit'sgood greatsoundtrack spaceopera
4945,clinteastwood police
4947,police
4957,dirtyharry
4958,owenwilson war
4963,andygarcia bechdeltest:fail berniemac bradpitt doncheadle georgeclooney juliaroberts lasvegas mattdamon stevensoderbergh action caper casino comedy conmen crime ensemblecast feelgoodmovie fun goodsoundtrack heist lasvegas plottwist remake silly smartaction thriller unrealistic witty
4967,nohappyend oscar(bestforeignlanguagefilm) complexcharacters ethnicconflict thought-provoking war
4969,agathachristie mystery whodunit
4973,audreytautou cute france french jean-pierrejeunet paris yanntiersen atmospheric beautiful beautifullyfilmed child-likeprotagonist cinematography comedy comingofage crazy cultfilm drama dreamy fairytale feelgoodmovie feel-good femaleprotagonist frenchmovie greatcinematography greatsoundtrack idealism imagination imdbtop250 innocence inspirational love lovestory magic manicpixiedreamgirl modernfantasy music narrated notablesoundtrack obsession quirky quirkyromantic romance romantic romanticbutnotcheesy seenmorethanonce stylized surreal surrealism sweet uplifting vibrant visuallyappealing whimsical
4974,nudity(topless) cheerleading highschool parody spoof stupid
4975,camerondiaz death drama newyorkcity nudity(topless) penelopecruz romance thriller tomcruise disfigurement existentialism fantasy future hallucination interestingmovie luciddreaming mindfuck nonlinear psychology remake sci-fi strangestory stylized suicide surreal virtualreality weird
4979,alecbaldwin anjelicahuston benstiller billmurray criterion genehackman gwynethpaltrow lukewilson owenwilson quirky visuallystriking wesanderson anjelicahuston blackcomedy darkcomedy darkhumor dysfunctionalfamily ensemblecast family familydynamics greatsoundtrack love narrated newyork off-beatcomedy quirky stylized suicideattempt witty
4980,timetravel
4981,johncleese farce
4992,hughjackman newyorkcity romance girliemovie timetravel
4993,action adventure elijahwood goodversusevil ianmckellen j.r.r.tolkein livtyler magic newzealand orlandobloom oscar(bestcinematography) oscar(besteffects-visualeffects) oscarnominee:bestpicture peterjackson tolkien viggomortensen action adaptedfrom:book adventure atmospheric author:j.r.r.tolkein awesomesoundtrack basedonabook basedonbook beautifullyfilmed boring elves ensemblecast epic epicadventure fantasy fantasyworld greatsoundtrack highfantasy hobbits imdbtop250 journey long magic music mythology nature orcs originalplot scenic slow stylized tolkien toolong trilogy waytoolong wizards
4994,jimcarrey
4995,drama education jenniferconnelly johnnash oscar(bestdirecting) oscar(bestpicture) oscar(bestsupportingactress) oscarnominee:bestpicture oscarwinner oscarwinner:bestpicture russellcrowe academia basedonabook basedonatruestory biography college economics gametheory genius history insanity inspirational intelligent math mathematics mentalillness nobelprize psychology romance schizophrenia scientist truestory twistending
5008,agathachristie billywilder charleslaughton marlenedietrich author:agathachristie courtroom courtroomdrama crime imdbtop250 twistending
5010,ericbana ewanmcgregor rangers ridleyscott war basedonatruestory brutal factual helicopters heroism military realistic realisticaction specialforces truestory war warmovie
5012,judaism
5013,dark england periodpiece atmospheric ensemblecast murder murdermystery witty
5014,beatlessoundtrack dakotafanning seanpenn crying disability fatherdaughterrelationship feel-good mentalillness parenting psychology seanpenn
5015,halleberry nudity(fullfrontal-notable) interracialromance
5017,noirthriller
5021,ensemblecast whodunit
5025,jackblack
5026,18thcentury atmospheric martialarts stylized
5039,dragons magic
5040,arnoldschwarzenegger fantasy swordandsorcery
5046,garysinise philipk.dick mistakenidentity
5047,steveoedekerk digitalediting hilariousspoof parody ridiculous spoof
5054,christopherwalken
5056,wernerherzog
5060,koreanwar robertaltman satire satirical witty
5062,identity plasticsurgery
5064,alexandredumas amazingcinematography adventure basedonabook prison prisonescape revenge
5065,supernatural
5066,romance highschool love sweetandromantic
5069,theserieswasbetter anime
5072,androids anime robots visuallyappealing
5081,nicolekidman
5093,revenge
5103,baseball
5105,atmospheric deathofachild donaldsutherland italy venice atmospheric creepy gothic
5106,highschool
5107,brucewillis worldwarii nazis
5108,denzelwashington fatherhood hospital publichealthcare sacrifice
5110,nudity(topless) syrupchugging comedy cultclassic drugs off-beatcomedy police
5120,michaelcaine adultery intelligent murder smallcast twistsandturns
5128,vampires
5135,bollywood
5146,anime darkhero future vampire vampires
5147,criterion ingmarbergman swedish dreamlike meditative reflective
5151,notablenudity nudity(topless)
5152,melgibson vietnamwar familybonds heroism patriotic proamerica promilitary
5159,environmental
5165,luciofulci zombies zombies
5171,h.g.wells future inventor timetravel
5177,orsonwelles
5194,comedy
5213,christianity
5218,rayromano animals animated animation cartoon family funny iceage pixar prehistoric sloth talkinganimals
5219,michellerodriguez millajovovich action residentevil videogameadaptation virus zombie zombies
5222,lesbian queer sexuality
5225,erotic mexico nudity(fullfrontal-notable) nudity(fullfrontal) nudity(topless) beautiful bittersweet comingofage quirky roadtrip sexual sexuality sexy spanish
5250,comedy
5254,guillermodeltoro marvel wesleysnipes comicbook vampire vampires
5265,blackcomedy dannydevito edwardnorton robinwilliams
5266,davidfincher forestwhitaker jodiefoster kristenstewart action crime surveillance survival suspenseful tense thriller
5267,inspirational
5269,isabellehuppert michaelhaneke basedonabook psychology sadomasochistic sexuality teacher teacherstudentrelationship
5283,collegehumor nudity(topless) ryanreynolds tarareid teenmovie college comedy
5291,akirakurosawa criterion toshiromifune blackandwhite enigmatic multiplestorylines nonlinear rape samurai surreal
5292,hockey
5294,billpaxton father-sonrelationship insanity mentalillness missionfromgod religion religious serialkiller siblings twistending
5298,charliekaufman michelgondry quirky
5299,romcom strongwomen chickflick comedy cultureclash family funny girliemovie greek romance stereotypes wedding
5303,megryan tomhanks
5313,dwaynejohnson action
5316,worldwarii cryptography
5319,argentina ricardodarin conartists twistending
5325,skateboarding
5341,lennybruce biographical freedomofexpression stand-upcomedy
5349,action comicbook jamesfranco kirstendunst newyorkcity tobeymaguire willemdafoe adaptedfrom:comic alterego comicbook marvel superhero super-hero superhero superheroes
5363,zooeydeschanel cheerleading highschool
5364,nudity(topless-notable) adultery erotic lust sensual sexy
5367,gay london
5377,hughgrant nickhornby quirky basedonabook british britishcomedy chickflick comedy comingofage drama feel-good funny heartwarming relationships romance romantic satirical whimsical
5378,ewanmcgregor georgelucas haydenchristensen natalieportman samuell.jackson starwars action adventure alien aliens awkwarddialogue complexscript fantasy franchise futuristic robots romance sci-fi sequel space spaceopera terribleacting
5380,colinfirth oscarwilde basedonaplay british mistakenidentity
5382,clinteastwood
5385,musicians
5388,alpacino christophernolan hilaryswank robinwilliams atmospheric corruption detective insomnia moralambiguity murder police policeinvestigation psychological psychology remake thought-provoking
5391,nonlinear
5400,benaffleck morganfreeman tomclancy cia jackryan nuclearbomb spythriller
5410,environment isolation
5418,againstallodds cliveowen coldwar frankapotente mattdamon robertludlum action actionpacked adaptedfrom:book amnesia amsnesia assassin basedonabook carchase cia conspiracy espionage fastpaced fighting intelligent memory memoryloss mystery realisticaction remake spies spy spying survival thriller
5419,basedonacartoon
5420,worldwarii
5421,kieranculkin
5425,aviation
5433,werewolf
5434,tense
5444,disney hawaii aliens animation family pixar
5445,philipk.dick precognition stevenspielberg tomcruise action artificialintelligence basedonabook corruption dystopia future futuristic mystery policecorruption sci-fi spielberg surreal surveillance thoughtprovoking timeloop timetravel violence wronglyaccused
5446,aborigines australia
5449,adamsandler winonaryder
5452,family
5459,tommyleejones willsmith adventurous aliens comedy conspiracy firstwasmuchbetter sci-fi sequel
5463,christianbale matthewmcconaughey postapocalyptic badplot dragon dragons dystopia post-apocalyptic
5464,1930s judelaw oscar(bestcinematography) paulnewman revenge tomhanks assassin cinematography father-sonrelationship mafia organizedcrime revenge violence
5470,oscarwilde
5475,costa-gavras politics tense
5477,nudity(fullfrontal-notable)
5478,spiders
5479,russia submarine
5481,comedy crude funny hilarious mikemyers parody satire sexjokes spoof
5489,atmospheric creepy vampire
5498,japan blackandwhite meaningoflife
5500,comedy funny
5501,stupid
5502,alieninvasion joaquinphoenix m.nightshyamalan melgibson alien alieninvasion aliens atmospheric crop-circles eerie horror invasion m.nightshyamalan meditative ridiculous scary sci-fi silly stupid suspenseful tense
5505,jakegyllenhaal jenniferaniston zooeydeschanel tragicomedy
5507,samuell.jackson vindiesel
5508,1970s manchester joydivision newwave rockandroll
5515,absurd stylized
5528,nudity(topless) robinwilliams bizarre creepy dark photography psychological psychopaths psychotictendencies stalker strangestory suspense
5530,alpacino virtualreality
5540,claymation mythology
5541,charliesheen aviation comedy parody
5546,horror
5564,highschool
5569,rape
5570,mystery tense
5574,goodaction jasonstatham action badacting carchase cars
5577,clairedanes kieranculkin adolescence cynical darkhumor quirky
5585,stupid
5588,rape
5602,petersellers darkcomedy
5604,alecguinness inventor
5606,bodyhorror conspiracy disturbing paranoia weird
5608,german basedonatruestory brutal humannature massbehavior oppression prison psychological psychology thought-provoking truestory
5611,heathledger
5612,kidnapping
5617,bdsm jamesspader maggiegyllenhaal nudity(fullfrontal-notable) nudity(fullfrontal) nudity(topless-notable) bdsm blackcomedy controversial darkcomedy erotic fightinginnerdemons forbiddenlove love quirky relationships romance secretary sex sexuality sexuality:bdsm sexy weird workplace
5618,bechdeltest:pass hayaomiyazaki japan japanese miyazaki oscar(bestanimatedfeature) studioghibli adventure alternatereality amazingartwork animated animation anime atmospheric beautiful childhood children comingofage doortothedifferentworld dragons drama dreamlike environmental fairytale fantasy fantasyworld goodanimation greatscreenplay hallucinatory heroine imagination imaginative imdbtop250 spirits spiritual strongfemalelead supernatural surreal weird whimsical witch
5620,joshlucas reesewitherspoon chickflick funny romanticcomedy
5621,jackiechan
5628,jeanreno comedy
5630,anthonyhopkins edwardnorton fbi hanniballecter philipseymourhoffman ralphfiennes psychology remake serialkiller torture
5642,police
5666,bretteastonellis college drugs narrated queer
5668,michellepfeiffer
5669,9/11 michaelmoore americanidiocy anti-bush documentary guns politics propaganda socialcommentary violenceinamerica
5673,adamsandler paulthomasanderson philipseymourhoffman siblingrelationships anger awkward bittersweet hallucinatory introvert music quirky sad surreal symbolism tense unconventional underrated unique weird whimsical wistful
5679,naomiwatts creepy disturbing goodcinematography horror mystery paranormal remake scary suspense zombies
5690,japan miyazaki studioghibli wwii worldwarii anime anti-war basedonatruestory beautiful bleak childhood death downbeat grim history horrorsofwar imdbtop250 maintainingillusion orphans poignant somber tearjerker tearjerker tragedy tragic war
