movie_id,title,year,bag_of_words
2686,"Red Violin, The (Violon rouge, Le)",1998,drama mystery beautifulmusic beautifullyfilmed multinationalsettings multiplestorylines music musicians
2687,Tarzan,1999,adventure animation children drama 2ddisneyanimation disney philcollins animals goodsoundtrack jungle
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",1998,drama timroth enniomorricone greatsoundtrack music
2692,Run Lola Run (Lola rennt),1998,action crime frankapotente german alternateendings alternatereality animation artistic butterflyeffect cultfilm existential existentialism heist high-pitchedscreaming humorous imdbtop250 intense nonlinear notablesoundtrack original running surreal thought-provoking timeloop timetravel visuallyappealing whimsical
2694,Big Daddy,1999,comedy adamsandler robschneider funny
2696,"Dinner Game, The (Dîner de cons, Le)",1998,comedy french funny
2700,"South Park: Bigger, Longer and Uncut",1999,animation comedy musical basedonatvshow treyparker adulthumor censorship controversial crudehumor freespeech funny irreverent musical parody quirky raunchy satire satirical southpark
2701,Wild Wild West,1999,action comedy sci-fi western willsmith madscientist steampunk
2706,American Pie,1999,comedy romance alysonhannigan gross-out nudity(topless-notable) nudity(topless) seannwilliamscott teenmovie comedy funny highschool immature sexuality silly slapstick stereotypes stupid teen teencomedy teenager virginity
2707,Arlington Road,1999,thriller jeffbridges conspiracy conspiracytheory crazyending terrorism
2710,"Blair Witch Project, The",1999,"drama horror thriller ""foundfootage"" handycam atmospheric boring creepy disturbing forest foundfootage horror lowbudget mimicsdocumentary-style mockumentary original overrated scary suspense unsteady-cam wilderness witch"
2712,Eyes Wide Shut,1999,drama mystery thriller christmas erotic leeleesobieski newyorkcity nicolekidman nudity(fullfrontal-notable) nudity(fullfrontal) stanleykubrick tomcruise atmospheric disturbing dreamlike dreams enigmatic erotic notablesoundtrack ominous orgy paranoia psychological sexual sexuality surreal thriller voyeurism
2716,Ghostbusters (a.k.a. Ghost Busters),1984,action comedy sci-fi 1980s billmurray danaykroyd haroldramis newyorkcity rickmoranis sigourneyweaver classic comedy ghosts hilarious horrorcomedy monsters mystery occulttechnology paranormal quotable saturdaynightlive sci-fi supernatural
2717,Ghostbusters II,1989,comedy fantasy sci-fi billmurray danaykroyd ghosts comedy fantasy paranormal
2718,Drop Dead Gorgeous,1999,comedy blackcomedy cheerleading mockumentary
2721,Trick,1999,comedy romance cute gay
2722,Deep Blue Sea,1999,action horror sci-fi thriller badscience hilarious predictable shark unintentionallyfunny
2723,Mystery Men,1999,action comedy fantasy comedy lamesuperpowers parody superhero superhero superheroes
2724,Runaway Bride,1999,comedy romance juliaroberts richardgere smalltown wedding
2726,"Killing, The",1956,crime film-noir stanleykubrick heist imdbtop250 noirthriller
2728,Spartacus,1960,action drama romance war biography kirkdouglas rome stanleykubrick slavery
2729,Lolita,1962,drama romance may-decemberromance petersellers stanleykubrick basedonabook biting controversial cynical erotic kidnapping literature lolita obsession paranoia sexy temptation vladimirnabokov
2730,Barry Lyndon,1975,drama romance war 18thcentury kubrick oscar(bestcinematography) stanleykubrick atmospheric cinematography cynical lavish long music narrated photography slow somber wry
2731,"400 Blows, The (Les quatre cents coups)",1959,crime drama criterion france francoistruffaut paris blackandwhite childhood children cult newwave reflective
2739,"Color Purple, The",1985,drama stevenspielberg whoopigoldberg rape spielberg strongfemalecharacter
2746,Little Shop of Horrors,1986,comedy horror musical frankoz rickmoranis stevemartin darkcomedy musical
2761,"Iron Giant, The",1999,adventure animation children drama sci-fi 1950s bradbird jenniferaniston vindiesel animation basedonabook coldwar emotional friendship giantrobots redemption robot robots self-sacrifice smalltown
2762,"Sixth Sense, The",1999,drama horror mystery atmospheric brucewillis drama haleyjoelosment m.nightshyamalan acting afterlife death eerie enigmatic excellentscript ghosts ghosts/afterlife greatending horror imdbtop250 m.nightshyamalan mindfuck mystery plottwist psychological psychology stylized surpriseending suspense thriller touching twistending unique unpredictable
2763,"Thomas Crown Affair, The",1999,action mystery caper piercebrosnan heist intelligentthriller romance
2780,"Raven, The",1963,comedy horror boriskarloff edgarallanpoe vincentprice
2782,Pit and the Pendulum,1961,horror edgarallanpoe rogercorman vincentprice
2784,"Masque of the Red Death, The",1964,horror edgarallanpoe vincentprice devilworship rogercorman
2787,Cat's Eye,1985,horror anthology stephenking
2788,Monty Python's And Now for Something Completely Different,1971,comedy british britishhumor montypython montypython montypython sketchcomedy
2791,Airplane!,1980,comedy afi100(laughs) afi100(moviequotes) davidzucker jerryzucker juliehagerty leslienielsen parody slapstick absurd airport aviation classic comedy dumbbutfunny farce funny goofy hilarious jokeafterjoke parody quotable silly slapstick spoof
2795,National Lampoon's Vacation,1983,comedy chevychase haroldramis nationallampoon notablenudity nudity(topless) randyquaid comedy roadtrip
2797,Big,1988,comedy drama fantasy romance 1980s 80's childasadult newyork newyorkcity romance tomhanks beingakidagain children classic comedy comingofage family switchingplaces toystore toys
2803,"Pelican Brief, The",1993,crime drama mystery romance thriller denzelwashington juliaroberts conspiracytheory lawyers
2804,"Christmas Story, A",1983,children comedy christmas christmasmovie classic classicchristmastale comingofage narrated
2808,Universal Soldier,1992,action sci-fi jean-claudevandamme action cyborgs
2810,Perfect Blue,1997,animation horror mystery thriller satoshikon anime celebrity cultofpersona distortedreality disturbing doppelganger dreamlike mentalillness psychological stalker surreal
2819,Three Days of the Condor (3 Days of the Condor),1975,drama mystery romance thriller fayedunaway intelligent robertredford assassins cia conspiracy conspiracytheory espionage intrigue spy thriller
2826,"13th Warrior, The",1999,action adventure fantasy michaelcrichton myth fantasy vikings
2840,Stigmata,1999,drama thriller jesus religion
2841,Stir of Echoes,1999,horror mystery thriller kevinbacon ghosts mystery supernatural suspense thriller
2843,"Black Cat, White Cat (Crna macka, beli macor)",1998,comedy romance emirkusturica nothinggoesright gypsy humorous kusturica quirky witty
2857,Yellow Submarine,1968,adventure animation comedy fantasy musical beatles thebeatles psychedelic surreal
2858,American Beauty,1999,drama romance annettebening kevinspacey lolita-fetish nudity nudity(topless-notable) nudity(topless) oscar(bestactor) oscar(bestcinematography) oscar(bestpicture) oscarwinner:bestpicture sammendes adultery beautiful bittersweet blackcomedy comedy comingofage dark darkcomedy darkhumor dreams drugs excellentscript femalenudity greatacting humanizesadultmen imdbtop250 kevinspacey loneliness mentalillness midlifecrisis multiplestorylines narrated pedophilia personalgrowth powerfulending provocative reflective satire satirical sexuality socialcommentary suburbia surreal surrealism thought-provoking understated unlikablecharacters violence wildlyoverrated
2859,Stop Making Sense,1984,documentary musical concert music musicalband:talkingheads musicians
2862,Caligula,1979,drama nudity(fullfrontal-notable) controversial
2863,"Hard Day's Night, A",1964,adventure comedy musical beatles britishcomedy musicians rockandroll
2867,Fright Night,1985,comedy horror thriller chrissarandon roddymcdowall vampires
2871,Deliverance,1972,adventure drama thriller banjo gritty rape rednecks survival suspense
2872,Excalibur,1981,adventure fantasy kingarthur myth fantasyepic magic medieval
2877,Tommy,1975,musical rockopera irreverent
2890,Three Kings,1999,action adventure comedy drama war davido.russell georgeclooney gulfwar markwahlberg middleeast anti-war blackcomedy confrontational controversial iraq satirical stylized treasurehunt war
2905,Sanjuro (Tsubaki Sanjûrô),1962,action adventure drama akirakurosawa criterion japan humorous samurai swordfighting
2908,Boys Don't Cry,1999,drama drama oscar(bestactress) sexualizedviolence brutal disturbing gay hilaryswank homophobia lesbian lgbt rape touching transgender transphobia truestory
2912,"Limey, The",1999,crime drama thriller revenge stylish unusualediting
2915,Risky Business,1983,comedy 1980s tomcruise prostitution teenmovie
2916,Total Recall,1990,action adventure sci-fi thriller arnoldschwarzenegger nudity(topless-brief) paulverhoeven philipk.dick scifi sharonstone alternatereality alternateuniverse arnold author:philipk.dick campy complexscript conspiracy cultfilm cyberpunk dystopia espionage gore mars memory murder mutants originalplot politics sci-fi sciencefiction spacetravel terrorism virtualreality visuallyappealing
2918,Ferris Bueller's Day Off,1986,comedy 1980s 80s charliesheen highschool johnhughes matthewbroderick breakingthefourthwall charming classic comedy comingofage fun highschool oneday rebellion slackers teen teenmovie teenager
2921,High Plains Drifter,1973,western clinteastwood enigmatic spaghettiwestern
2922,Hang 'Em High,1968,crime drama western clinteastwood western
2924,Drunken Master (Jui kuen),1978,action comedy jackiechan kungfu martialarts
2926,Hairspray,1988,comedy drama 1960s rockandroll teen
2931,Time of the Gypsies (Dom za vesanje),1989,comedy crime drama fantasy emirkusturica hallucinatory
2932,Days of Heaven,1978,drama terrencemalick atmospheric cinematography dreamlike meditative
2935,"Lady Eve, The",1941,comedy romance barbarastanwyck criterion screwballcomedy
2940,Gilda,1946,drama film-noir mystery romance ritahayworth noir
2942,Flashdance,1983,drama romance dance strippers
2944,"Dirty Dozen, The",1967,action drama war worldwarii anti-hero bestwarfilms classic ensemblecast
2947,Goldfinger,1964,action adventure thriller 007 bond jamesbond seanconnery spythriller action jamesbond
2948,From Russia with Love,1963,action adventure thriller 007 bond jamesbond seanconnery espionage jamesbond
2949,Dr. No,1962,action adventure thriller 007 bond jamesbond seanconnery espionage jamesbond madscientist
2950,"Blue Lagoon, The",1980,adventure drama romance island stranded
2951,"Fistful of Dollars, A (Per un pugno di dollari)",1964,action western clinteastwood enniomorricone sergioleone classic cleverhero gritty morriconescore spaghettiwestern standoff western
2952,Sydney (Hard Eight),1996,crime drama thriller paulthomasanderson gambling
2953,Home Alone 2: Lost in New York,1992,children comedy christmas macaulayculkin newyork family funny sequel
2959,Fight Club,1999,action crime drama thriller bradpitt chuckpalahniuk davidfincher edwardnorton helenabonhamcarter jaredleto nudity(topless) palahnuik terrorism action adaptedfrom:book anarchy anti-corporation atmospheric basedonabook cerebral challenging classic clever complicated consumerism crime dark darkcomedy disturbing doublelife edwardnorton fighting greatacting helenabonhamcarter imaginaryfriend imdbtop250 insanity insomnia intelligent mentalillness mind-blowing mindblowing mindfuck narrated overrated philosophical philosophy postmodern powerfulending psychological psychologicalthriller psychology quirky satirical schizophrenia selfdestruction smart socialcommentary societalcriticism stylized surreal thought-provoking twist twistending violence violent
2966,"Straight Story, The",1999,adventure drama davidlynch melancholic roadtrip
2968,Time Bandits,1981,adventure comedy fantasy sci-fi criterion seanconnery terrygilliam fantasyworld history timetravel
2973,Crimes and Misdemeanors,1989,comedy crime drama woodyallen adultery philosophical
2976,Bringing Out the Dead,1999,drama martinscorsese ambulance atmospheric
2985,RoboCop,1987,action crime drama sci-fi thriller 80s detroit paulverhoeven peterweller android(s)/cyborg(s) cheesy corruption cultfilm cyborgs dystopia overthetop police robots sci-fi socialcommentary superhero violence violent
2986,RoboCop 2,1990,action crime sci-fi thriller crappysequel cyborgs dystopia robots
2987,Who Framed Roger Rabbit?,1988,adventure animation children comedy crime fantasy mystery bobhoskins christopherlloyd robertzemeckis rogerrabbit adventure animation animation&liveactioninteract cartoon-realitycrossover comedy liveaction/animation privatedetective rabbits surreal toontown
2989,For Your Eyes Only,1981,action adventure thriller 007 jamesbond rogermoore jamesbond
2990,Licence to Kill,1989,action adventure thriller 007 jamesbond timothydalton jamesbond
2991,Live and Let Die,1973,action adventure thriller 007 jamesbond rogermoore jamesbond
2993,Thunderball,1965,action adventure thriller 007 bond jamesbond seanconnery jamesbond
2997,Being John Malkovich,1999,comedy drama fantasy camerondiaz catherinekeener charliekaufman criterion johncusack johnmalkovich lovetriangles spikejonze absurd bizarre blackcomedy cultfilm darkcomedy darkhumor fantasy hallucinatory identity lesbian marionettes mindfuck modernfantasy obsession off-beatcomedy original plottwist psychology puppeteer puppets quirky satirical sci-fi sexuality strange surreal surrealism thought-provoking twistending unique weird whimsical
3000,Princess Mononoke (Mononoke-hime),1997,action adventure animation drama fantasy hayaomiyazaki japan miyazaki notraditionalvillain studioghibli action adventure ambiguouscharacteralignments anime anti-war atmospheric dark demons dreamlike dystopia environmental fantasy fantasyworld gods greatsoundtrack history imdbtop250 nature naturegods naturevs.civilization philosophical surreal talkinganimals visuallyappealing wilderness
3005,"Bone Collector, The",1999,thriller angelinajolie denzelwashington detective serialkiller
3006,"Insider, The",1999,drama thriller alpacino businessistheantagonist michaelmann russellcrowe basedonatruestory corporations corruption docudrama dramatic intelligent journalism thriller tobacco truestory
3008,Last Night,1998,drama sci-fi canada apocalypse endoftheworld multiplestorylines
3011,"They Shoot Horses, Don't They?",1969,drama janefonda depressing
3016,Creepshow,1982,horror anthology georgea.romero
3018,Re-Animator,1985,comedy horror sci-fi h.p.lovecraft campy cultclassic horror humorous madscientist splatter tense zombies
3019,Drugstore Cowboy,1989,crime drama addiction drugs
3020,Falling Down,1993,action drama crazy michaeldouglas violence darkcomedy goingpostal obsession vigilantism
3022,"General, The",1926,comedy war americancivilwar busterkeaton civilwar blackandwhite comedy silentmovie train trains
3030,Yojimbo,1961,action adventure akirakurosawa japan toshiromifune atmospheric blackandwhite samurai swordfighting
3032,"Omega Man, The",1971,action drama sci-fi thriller charltonheston postapocalyptic epidemic lastmanonearth post-apocalyptic
3033,Spaceballs,1987,comedy sci-fi melbrooks breakingthefourthwall comedy funny goofy hilarious parody sci-fi space spoof starwars
3034,Robin Hood,1973,adventure animation children comedy musical 2danimation disney robinhood classic medieval talkinganimals
3039,Trading Places,1983,comedy danaykroyd eddiemurphy jamieleecurtis wallstreet hilarious poverty ragstoriches switchingplaces
3044,Dead Again,1991,mystery romance thriller kennethbranagh amnesia mystery twistending
3046,"Incredibly True Adventure of Two Girls in Love, The",1995,comedy romance comingofage lesbian
3052,Dogma,1999,adventure comedy fantasy alanrickman benaffleck catholicism christianity comedy kevinsmith mattdamon salmahayek controversial funny irreverent jayandsilentbob jesus religion satire thought-provoking viewaskew
3053,"Messenger: The Story of Joan of Arc, The",1999,drama war millajovovich biographical
3054,Pokémon: The First Movie,1998,adventure animation children fantasy sci-fi anime pokemon
3061,Holiday Inn,1942,comedy musical christmas fredastaire
3062,"Longest Day, The",1962,action drama war johnwayne seanconnery worldwarii
3068,"Verdict, The",1982,drama mystery paulnewman sidneylumet courtroomdrama
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,adventure comedy sci-fi aliens campy cultclassic cultfilm sci-fi surreal
3071,Stand and Deliver,1988,comedy drama inspirational mathematics
3072,Moonstruck,1987,comedy romance cher newyork newyorkcity nicolascage oscar(bestactress) oscar(bestsupportingactress) opera sweet
3074,Jeremiah Johnson,1972,western robertredford atmospheric bleak gritty mountainman survivalist wilderness
3075,Repulsion,1965,drama horror catherinedeneuve criterion mentalillness romanpolanski atmospheric blackandwhite eerie insanity loneliness paranoid rape
3081,Sleepy Hollow,1999,fantasy horror mystery romance 19thcentury christinaricci christopherwalken dark depp&burton fantasy johnnydepp mystery romance timburton atmospheric darkfantasy gothic horror quirky smalltown stylized visuallyappealing witch
3082,"World Is Not Enough, The",1999,action adventure thriller 007 jamesbond jamesbond
3083,All About My Mother (Todo sobre mi madre),1999,drama oscar(bestforeignlanguagefilm) spanish queer women
3087,Scrooged,1988,comedy fantasy romance billmurray christmas newyork
3088,Harvey,1950,comedy fantasy heartwarming jamesstewart imaginaryfriend mentalillness sweet
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),1948,drama classic italian classic neorealism poverty realism
3094,Maurice,1987,drama romance hughgrant gay
3095,"Grapes of Wrath, The",1940,drama greatdepression johnford oscar(bestdirecting) oscar(bestsupportingactress) socialdrama adaptedfrom:book basedonabook depressing imdbtop250 poverty struggle
3098,"Natural, The",1984,drama baseball sports
3101,Fatal Attraction,1987,drama thriller glennclose adultery personalitydisorder stalker
3105,Awakenings,1990,drama mystery psychiatry robertdeniro robinwilliams basedonabook basedonatruestory dramatic hospital memoryloss sad truestory
3108,"Fisher King, The",1991,comedy drama fantasy romance jeffbridges robinwilliams terrygilliam mentalillness unusual
3114,Toy Story 2,1999,adventure animation children comedy fantasy disney oscarnominee pixar timallen tomhanks animation cgi computeranimation friendship funny humorous imdbtop250 original sequel toys whimsical
3129,Sweet and Lowdown,1999,comedy drama woodyallen jazz musicians
3134,Grand Illusion (La grande illusion),1937,drama war criterion war
3146,Deuce Bigalow: Male Gigolo,1999,comedy robschneider comedy stupid
3147,"Green Mile, The",1999,crime drama 1930s frankdarabont michaelclarkeduncan samrockwell stephenking tomhanks basedonabook cinematography compassionate deathpenalty drama emotional greatacting heartwarming imdbtop250 long malenudity nostalgic oscar(bestdirecting) prison racism sentimental socialcommentary supernatural toolong touching visuallystunning wronglyaccused
3148,"Cider House Rules, The",1999,drama drama incest michaelcaine tobeymaguire abortion basedonabook charlizetheron comingofage orphanage orphans
3152,"Last Picture Show, The",1971,drama comingofage smalltown
3156,Bicentennial Man,1999,drama romance sci-fi isaacasimov robinwilliams artificialintelligence emotional explorationofhumanity future philosophical robot robots sci-fi sciencefiction
3157,Stuart Little,1999,children comedy fantasy adoption family talkinganimals
3159,Fantasia 2000,1999,animation children musical imax disney classicalmusic
3160,Magnolia,1999,drama paulthomasanderson philipseymourhoffman redemption tomcruise bleak coincidences cynical ensemblecast greatacting greatsoundtrack melancholy mindfuck multiplestorylines poignant religiousovertones stylized
3168,Easy Rider,1969,adventure drama jacknicholson drugs freedom notablesoundtrack roadmovie roadtrip socialcommentary
3174,Man on the Moon,1999,comedy drama andykaufman courtneylove jimcarrey milosforman absurdism basedonatruestory biography comedians greatimpersonation truestory
3175,Galaxy Quest,1999,adventure comedy sci-fi alanrickman samrockwell sigourneyweaver startrek timallen aliens funny parody satire sci-fi space spoof
3176,"Talented Mr. Ripley, The",1999,drama mystery thriller 1950s cateblanchett gwynethpaltrow judelaw mattdamon philipseymourhoffman basedonabook creepy crime disturbing greatacting greatcast intelligent italy murder obsession psychology secrets serialkiller stolenidentity suspense
3178,"Hurricane, The",1999,drama denzelwashington basedonatruestory excellent inspirational
3181,Titus,1999,drama shakespeare visuallyappealing
3186,"Girl, Interrupted",1999,drama 60s angelinajolie brittanymurphy cleaduvall mentalhospital asylum basedonatruestory depression dumbeddown girliemovie mentalhealth mentalillness psychiatry psychology suicide truestory winonaryder
3198,Papillon,1973,crime drama dustinhoffman stevemcqueen basedonabook escape prison prisonescape
3201,Five Easy Pieces,1970,drama jacknicholson confrontational rebellion
3210,Fast Times at Ridgemont High,1982,comedy drama romance 1980s jenniferjasonleigh nicolascage nudity(fullfrontal-notable) phoebecates seanpenn classic comingofage ensemblecast highschool slackers teen teenmovie
3213,Batman: Mask of the Phantasm,1993,animation children batman superhero
3224,Woman in the Dunes (Suna no onna),1964,drama desert haunting
3243,Encino Man,1992,comedy paulyshore highschool
3246,Malcolm X,1992,drama denzelwashington islam racism truestory
3247,Sister Act,1992,comedy crime maggiesmith whoopigoldberg choir music nuns
3248,Sister Act 2: Back in the Habit,1993,comedy whoopigoldberg religion
3250,Alive,1993,drama mountainclimbing survival
3252,Scent of a Woman,1992,drama alpacino newyorkcity oscar(bestactor) oscarnominee:bestpicture philipseymourhoffman atmospheric basedonbook blindness comingofage dance dialogue disability drama friendship goodacting greatacting greatcharacters plot sad
3253,Wayne's World,1992,comedy saturdaynightlive comedy rockandroll teen
3255,"League of Their Own, A",1992,comedy drama geenadavis rosieo'donnell tomhanks worldwarii baseball feminism madonna sports tomhanks truestory
3256,Patriot Games,1992,action crime drama thriller tomclancy jackryan tense thriller
3257,"Bodyguard, The",1992,drama romance thriller kevincostner romance
3258,Death Becomes Her,1992,comedy fantasy brucewillis darkcomedy merylstreep immortality
3262,Twin Peaks: Fire Walk with Me,1992,crime drama mystery thriller davidlynch atmospheric detective dreamlike drugs murder nudity(topless) surreal
3263,White Men Can't Jump,1992,comedy drama wesleysnipes woodyharrelson basketball sports
3265,Hard-Boiled (Lat sau san taam),1992,action crime drama thriller chowyunfat johnwoo gunfu heroicbloodshed
3266,Man Bites Dog (C'est arrivé près de chez vous),1992,comedy crime drama thriller darkcomedy mockumentary serialkiller
3267,"Mariachi, El",1992,action crime thriller western robertrodriguez lowbudget
3271,Of Mice and Men,1992,drama garysinise johnmalkovich basedonabook
3272,Bad Lieutenant,1992,crime drama harveykeitel drugs
3273,Scream 3,2000,comedy horror mystery thriller franchise serialkiller slasher
3275,"Boondock Saints, The",2000,action crime drama thriller boston irish mafia missionfromgod nudity(topless) seanpatrickflanery willemdafoe action crime crimefamily cultclassic darkhumor gay insanity organizedcrime religion serialkiller siblings stylized vengeance vigilante vigilantism
3285,"Beach, The",2000,adventure drama dannyboyle leonardodicaprio nudity(topless) drugs greatsoundtrack idealism island marijuana romance travel utopia
3298,Boiler Room,2000,crime drama thriller socialengineering whitecollarcrime money sales scam stockmarket trading wallstreet
3300,Pitch Black,2000,horror sci-fi thriller riddick vindiesel alien aliens anti-hero atmospheric futuristic goodconcept poorcharacterdevelopment sci-fi space stranded suspense villainashero
3301,"Whole Nine Yards, The",2000,comedy crime brucewillis matthewperry assassin mob
3307,City Lights,1931,comedy drama romance charliechaplin beautiful bittersweet blindness comedy funny imdbtop250 romance silentmovie slapstick stylized sweet
3317,Wonder Boys,2000,comedy drama gay michaeldouglas robertdowneyjr tobeymaguire adultery college comingofage writer
3328,Ghost Dog: The Way of the Samurai,1999,crime drama forestwhitaker jimjarmusch assassin deadpan greatsoundtrack hiphop mafia melancholy quirky samurai stylized witty
3354,Mission to Mars,2000,sci-fi badscience firstcontact mars sciencefiction spacetravel spacecraft
3355,"Ninth Gate, The",1999,fantasy horror mystery thriller emmanuelleseigner johnnydepp mystery nudity(topless) romanpolanski ancientbooks atmospheric badending devil dialogue rarebooks satanism story
3359,Breaking Away,1979,comedy drama cycling sports
3360,Hoosiers (a.k.a. Best Shot),1986,drama romance basketball sports
3361,Bull Durham,1988,comedy drama romance kevincostner baseball dialoguedriven
3362,Dog Day Afternoon,1975,crime drama 1970s alpacino atmospheric sidneylumet bankrobbery blackcomedy darkcomedy goodstory heist imdbtop250 intense oneday police truestory
3363,American Graffiti,1973,comedy drama 1960s georgelucas cars comingofage friendship rockandroll teen
3386,JFK,1991,drama mystery thriller garyoldman johnf.kennedy oliverstone conspiracytheory courtroom politics
3396,"Muppet Movie, The",1979,adventure children comedy musical jimhenson muppets roadtrip
3408,Erin Brockovich,2000,drama juliaroberts oscar(bestactress) strongwomen basedonatruestory coverup environmental investigation socialcommentary strongfemalelead truestory
3409,Final Destination,2000,drama thriller cheesiness coolconcept gore premonition supernatural
3412,"Bear, The (Ours, L')",1988,adventure children drama hunting wilderness
3415,"Mirror, The (Zerkalo)",1975,drama andreitarkovsky childhood dreamlike enigmatic lyrical meditative poetic reflective surreal visuallystunning
3418,Thelma & Louise,1991,adventure crime drama action bechdeltest:pass bradpitt geenadavis girlpower ridleyscott susansarandon carchase feminism rape roadmovie roadtrip strongwoman violence women
3421,Animal House,1978,comedy fightingthesystem funny johnbelushi nationallampoon classic college comedy fraternity
3424,Do the Right Thing,1989,drama cultureclash greatcinematography racism socialcommentary spikelee
3429,Creature Comforts,1989,animation comedy aardmanstudios claymation
3435,Double Indemnity,1944,crime drama film-noir barbarastanwyck fredmacmurray losangeles adultery blackandwhite filmnoir murder noirthriller stylized top250imdb
3438,Teenage Mutant Ninja Turtles,1990,action children comedy fantasy sci-fi animationremadeasliveaction comicbook ninja
3448,"Good Morning, Vietnam",1987,comedy drama war basedonatruestory robinwilliams vietnamwar censorship radio radiodj warmovie
3451,Guess Who's Coming to Dinner,1967,drama katherinehepburn sidneypoitier
3462,Modern Times,1936,comedy drama romance charleschaplin charliechaplin greatdepression anti-authoritarian blackandwhite factory socialcommentary talky workingclass
3468,"Hustler, The",1961,drama paulnewman blackandwhite pool
3469,Inherit the Wind,1960,drama spencertracy biology courtroomdrama evolution religion science truestory
3470,Dersu Uzala,1975,adventure drama criterion friendship nature
3471,Close Encounters of the Third Kind,1977,adventure drama sci-fi classic oscar(bestcinematography) sci-fi stevenspielberg abduction alien aliens extraterrestriallife firstcontact music sci-fi space ufo visuallyappealing
3476,Jacob's Ladder,1990,horror mystery nudity(topless) psychologicalhorror timrobbins vietnamwar alternatereality conspiracy coverup disturbing flashbacks hallucination insanity mentalillness mindfuck multiplerealities nonlinear occult paranoia psychiatry surreal twistdownerending twistending war
3479,Ladyhawke,1985,adventure fantasy romance matthewbroderick fantasy medieval
3480,Lucas,1986,drama romance cheerleading highschool
3481,High Fidelity,2000,comedy drama romance 90s catherinezeta-jones chicago jackblack johncusack nickhornby actortalkstoaudience basedonabook break-up breakingthefourthwall cliches comedy comingofage funny greatsoundtrack hilarious jackblack music quirky recordstore relationships
3483,"Road to El Dorado, The",2000,animation children adventure bromance dreamworks animation
3489,Hook,1991,adventure comedy fantasy bobhoskins dustinhoffman juliaroberts peterpan robinwilliams stevenspielberg fairytale fantasy father-sonrelationship pirates spielberg uplifting visuallyappealing whimsical
3498,Midnight Express,1978,drama turkey disturbing prison
3499,Misery,1990,drama horror thriller jamescaan kathybates oscar(bestactress) stephenking adaptedfrom:book basedonabook claustrophobic drama horror hostage menacing scary stephenking suspenseful tense tension thriller writers
3503,Solaris (Solyaris),1972,drama mystery sci-fi andreitarkovsky russian aliencontact aliens atmospheric basedonabook cerebral dreamlike enigmatic littledialogue meditative psychological sci-fi space surreal
3504,Network,1976,comedy drama fayedunaway oscar(bestactor) oscar(bestactress) oscar(bestsupportingactress) peterfinch sidneylumet journalism satire television
3505,No Way Out,1987,drama mystery thriller espionage thriller twistending
3507,"Odd Couple, The",1968,comedy basedonaplay classic
3508,"Outlaw Josey Wales, The",1976,action adventure drama thriller western clinteastwood revenge western
3510,Frequency,2000,drama thriller alternatereality fathersonrelationship father-sonrelationship supernatural timetravel
3527,Predator,1987,action sci-fi thriller arnoldschwarzenegger carlweathers jesseventura johnmctiernan action action-packed alien aliens dialogue guns hunting macho military predator sci-fi scificult survival suspenseful violent weapons
3535,American Psycho,2000,crime horror mystery thriller 1980s christianbale disturbing jaredleto nudity(topless) psychopathy reesewitherspoon sociopathy willemdafoe basedonabook blackcomedy boring business comicalviolence dark darkcomedy funny grim humorous insanity murder newyork notasdisturbingasthenovel psychological psychology satire serialkiller violence yuppies
3545,Cabaret,1972,drama musical berlin bobfosse germany joelgrey lizaminnelli nazigermany oscar(bestcinematography) oscar(bestdirecting) worldwarii basedonaplay bisexual history musical politics queer
3546,What Ever Happened to Baby Jane?,1962,drama horror thriller bettedavis insanity jealousy psychologicalthriller showbusiness siblingrivalry
3550,The Hunger,1983,horror catherinedeneuve susansarandon atmospheric bauhaus! davidbowie goth
3552,Caddyshack,1980,comedy billmurray chevychase classiccomedy golf stonermovie
3555,U-571,2000,action thriller war worldwarii submarine
3556,"Virgin Suicides, The",1999,drama romance 1970s kirstendunst adolescence atmospheric basedonabook comingofage dreamlike enigmatic greatending greatsoundtrack highschool lyrical melancholy narrated psychology reflective stylized suburbia suicide visuallyappealing
3569,"Idiots, The (Idioterne)",1998,comedy drama larsvontrier dogme95 explicitsex socialcommentary weird
3576,"Hidden, The",1987,action horror sci-fi aliens parasite
3578,Gladiator,2000,action adventure drama epic hanszimmer joaquinphoenix leadership oscar(bestactor) oscar(besteffects-visualeffects) oscar(bestpicture) oscarwinner:bestpicture ridleyscott romanempire rome russellcrowe war action ancientrome boring drama epic fight gladiator gladiators heroic heroism historical history imdbtop250 overlong revenge slavery strongscore stylized swordfight violence violent visual
3581,Human Traffic,1999,comedy 90sclubculture british drugs
3593,Battlefield Earth,2000,action sci-fi badspecialeffects aliens incoherent scientologist stupid terribledialogue wasteofcelluloid
3594,Center Stage,2000,drama musical ballet dance dancing
3617,Road Trip,2000,comedy nudity(topless-notable) nudity(topless) teenmovie college comedy roadtrip sexcomedy
3623,Mission: Impossible II,2000,action adventure thriller johnwoo lameending tomcruise action cheesy espionage mountainclimbing suspense
3624,Shanghai Noon,2000,action adventure comedy western jackiechan owenwilson westerncomedy fightscenes kungfu martialarts
3627,Carnival of Souls,1962,horror thriller atmospheric dreamlike ghosts
