movie_id,title,year,bag_of_words
64622,"Reader, The",2008,drama romance germany holocaust katewinslet nudity(fullfrontal-notable) nudity(fullfrontal) nudity(rear) oscarnominee:bestpicture ralphfiennes worldwarii basedonabook comingofage greatacting nazigermany nazis philosophical
64645,The Wrecking Crew,1968,action adventure comedy crime drama thriller 
64650,"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",2008,comedy drama musical romance 
64652,Delgo,2008,adventure animation comedy fantasy romance 
64658,"Chamber of Death (Chambre des morts, La)",2007,crime mystery thriller 
64660,Waiter (Ober),2006,comedy 
64695,Sword of the Stranger (Sutorejia: Mukô hadan),2007,action adventure animation anime anti-hero samurai
64701,I've Loved You So Long (Il y a longtemps que je t'aime),2008,drama mystery 
64704,Jesus Is a Palestinian (Jezus is een Palestijn),1999,comedy 
64716,Seven Pounds,2008,drama drama rosariodawson willsmith atonement hopelesslove melancholy moving suicide thought-provoking unique
64750,Pin...,1988,horror 
64754,Love,2005,crime drama thriller 
64784,"Animal Kingdom, The",1932,drama romance 
64839,"Wrestler, The",2008,drama characterstudy darrenaronofsky marisatomei mickeyrourke nudity(topless) aging bloody fatherdaughterrelationship identitycrisis loneliness movietosee noclearending realistic relationships sad sport:professionalwrestling sports steroids strippers touching violence wrestling
64845,"Memory Keeper's Daughter, The",2008,drama 
64895,"Little Giant, The",1933,comedy crime 
64897,Mr. Wu,1927,drama 
64918,Small Cuts (Petites coupures),2003,drama romance 
64921,Arabian Nights,1942,action adventure 
64923,"Blackbird, The",1926,crime drama 
64930,"More the Merrier, The",1943,comedy romance 
64942,Tuya's Marriage (Tuya de hun shi),2006,drama romance 
64944,Face of a Fugitive,1959,western 
64957,"Curious Case of Benjamin Button, The",2008,drama fantasy mystery romance aging agingdisorder bradpitt cateblanchett davidfincher oscar(besteffects-visualeffects) tildaswinton adaptedfrom:book bittersweet boring cinematography drama emotional life&death lifelessons long originalplot philosophical philosophy romance sad surreal thought-provoking touching
64969,Yes Man,2008,comedy bradleycooper jimcarrey motivation peytonreed zooeydeschanel cliche feel-good fewfunnyscenes funny motorcycle optimism optimistic positivethinking predictable rebellion romance romanticcomedy self-esteem
64976,Hexed,1993,comedy 
64979,On the Rumba River (On the Rhumba River),2007,documentary musical 
64983,Valkyrie,2008,drama thriller war adolfhitler germany hitler nazis tomcruise worldwarii assassin assassination basedonatruestory conspiracy coup exciting history nohappyending tragic truestory
64986,Birds of America,2008,comedy drama 
64990,Pete Seeger: The Power of Song,2007,documentary 
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru),2007,animation drama romance artdirection japan makotoshinkai anime bittersweet comingofage loneliness love melancholic nature visuallyappealing visuallystunning
64997,War of the Worlds,2005,action sci-fi 
65001,Constantine's Sword,2007,documentary 
65011,Zona Zamfirova,2002,comedy drama 
65025,Double Dynamite,1951,comedy musical 
65027,"Death Kiss, The",1933,comedy mystery 
65033,Girls Rock!,2007,documentary 
65037,Ben X,2007,drama autism
65051,American Loser (Trainwreck: My Life as an Idiot),2007,comedy drama 
65063,"King of Ping Pong, The (Ping-pongkingen)",2008,drama 
65078,Jane Austen in Manhattan,1980,drama romance 
65088,Bedtime Stories,2008,adventure children comedy adamsandler imagination romanticcomedy
65091,Manhattan Melodrama,1934,crime drama romance 
65111,Two Days,2003,comedy drama thriller 
65126,Choke,2008,comedy drama chuckpalahniuk samrockwell sexaddict basedonabook basedonbook darkcomedy
65130,Revolutionary Road,2008,drama romance 1950s katewinslet leonardodicaprio sammendes abortion basedonabook disillusionment dreams emptiness infidelity lifephilosophy marriage relationships satisfactioninlife theamericandream
65133,Blackadder Back & Forth,1999,comedy 
65142,Loft,2008,crime drama mystery 
65155,"Surfer, Dude",2008,comedy 
65181,Nobel Son,2007,comedy crime drama thriller 
65188,Dear Zachary: A Letter to a Son About His Father,2008,documentary depressing documentary emotional heartbreaking touching
65193,Wild Child,2008,drama romance 
65204,Chandu the Magician,1932,action adventure fantasy sci-fi 
65216,Defiance,2008,drama thriller war danielcraig worldwarii basedonatruestory
65225,Zeitgeist: Addendum,2008,documentary 
65227,Dr. Jack,1922,comedy 
65230,Marley & Me,2008,comedy drama jenniferaniston labrador owenwilson animal:dog comedy dog dogs dramaandcommedy journalism marriage pregnancy sadbutgood
65235,"Grocer's Son, The (Fils de l'épicier, Le)",2007,drama romance 
65238,Decoy,1946,crime drama film-noir 
65243,Blackout,2008,mystery thriller 
65259,Involuntary (De ofrivilliga),2008,drama 
65261,Ponyo (Gake no ue no Ponyo),2008,adventure animation children fantasy animation ghibli hayaomiyazaki japan studioghibli anime environmental environmentalism friendship gorgeousanimation lackstension mermaid ocean strangestory
65263,High and Dizzy,1920,comedy 
65267,Now or Never,1921,comedy 
65277,"Good Guys and the Bad Guys, The",1969,comedy western 
65288,Six in Paris (Paris vu par...),1965,drama romance 
65290,Shadow Company,2006,documentary war 
65293,Satan Met a Lady,1936,comedy drama mystery 
65300,Jack Brooks: Monster Slayer,2007,action comedy horror 
65304,Ce que mes yeux ont vu,2007,drama mystery thriller 
65310,Poultrygeist: Night of the Chicken Dead,2006,comedy horror musical 
65315,Young Gods (Hymypoika),2003,drama 
65350,"General Died at Dawn, The",1936,adventure crime thriller 
65352,"Have Rocket, Will Travel",1959,comedy sci-fi 
65357,House of Sand (Casa de Areia),2005,drama 
65359,Earthsea (Legend of Earthsea),2004,adventure drama fantasy 
65370,Brotherhood of Death,1976,action drama war 
65381,Man with the Gun,1955,western 
65400,American Ninja 4: The Annihilation,1990,action 
65418,Wendy and Lucy,2008,drama realism
65435,Open Season 2,2008,adventure animation children comedy 
65465,Last Chance Harvey,2008,drama romance 
65468,Dallas,1950,western 
65514,Ip Man,2008,action drama war china donnieyen wingchun action biography distortedrepresentationofhistory fighting foreignlanguage kungfu martialarts
65518,"Dungeonmaster, The",1985,fantasy horror sci-fi 
65521,Howling V: The Rebirth,1989,horror 
65538,"Young Visiters, The",2003,comedy romance 
65552,Replicant,2001,action sci-fi thriller 
65556,"Duel at Silver Creek, The",1952,western 
65558,"Recruiter, The",2008,documentary 
65567,Passengers,2008,drama mystery thriller 
65577,"Tale of Despereaux, The",2008,adventure animation children comedy fantasy 
65585,Bride Wars,2009,comedy romance annehathaway
65588,"Gamers, The: Dorkness Rising",2008,action adventure comedy fantasy 
65596,Mesrine: Killer Instinct (L'instinct de mort),2008,action crime drama thriller basedonatruestory robbery
65601,My Bloody Valentine 3-D,2009,horror thriller jensenackles
65603,Blood and Bones (Chi to hone),2004,drama 
65612,Castaway,1986,adventure drama 
65614,Island in the Sun,1957,drama romance 
65621,Liberty Kid,2007,drama 
65629,"Fûke, De",2000,drama war 
65631,Battle in Seattle,2007,action drama 
65633,Fuel,2008,documentary 
65642,"Timecrimes (Cronocrímenes, Los)",2007,sci-fi thriller nudity(topless) spanish complicated complicatedplot grim murder paradox plotwending timetravel toopredictable
65651,Fire and Ice,2008,adventure fantasy 
65660,"Secret of the Grain, The (La graine et le mulet)",2007,drama 
65665,Hamlet,2000,drama 
65667,Punk's Not Dead,2007,documentary 
65669,"Streaks, The (Pregi)",2004,drama 
65672,Grbavica: The Land of My Dreams (Grbavica),2006,drama 
65682,Underworld: Rise of the Lycans,2009,action fantasy horror thriller action gothic prequel vampires werewolves
65685,Inkheart,2008,adventure fantasy brendanfraser books fantasyworld
65696,Gun the Man Down,1956,western 
65698,Albuquerque,1948,romance western 
65702,"War Comes to America (Why We Fight, 7)",1945,documentary war 
65709,This Filthy World,2006,comedy documentary 
65729,Shoot on Sight,2007,crime drama 
65731,The Alphabet Killer,2008,crime mystery thriller 
65738,Revenge of the Nerds III: The Next Generation,1992,comedy 
65740,Revenge of the Nerds IV: Nerds in Love,1994,comedy romance 
65762,Soup to Nuts,1930,comedy romance 
65764,Chinese Coffee,2000,drama 
65770,Save Me,2007,drama 
65772,"Lazarus Project, The",2008,drama thriller 
65780,"Man, The",1972,drama 
65796,Galaxy Express 999 (Ginga tetsudô Three-Nine),1979,adventure animation fantasy sci-fi 
65802,Paul Blart: Mall Cop,2009,action comedy crime kevinjames stupid
65810,Notorious,2009,drama musical 
65813,"Unborn, The",2009,horror mystery thriller 
65817,Donkey Punch,2008,horror thriller 
65845,Make It Happen,2008,drama 
65866,Three Strangers,1946,crime drama 
65868,Repo! The Genetic Opera,2008,fantasy horror musical gothic musical rockopera
65878,Edge of Madness,2002,drama 
65882,"Uninvited, The",2009,drama horror mystery thriller twistending psychological
65894,Fear[s] of the Dark (Peur[s] du noir),2007,animation horror 
65899,12:01,1993,comedy romance sci-fi thriller timeloop timetravel
65907,Game Over,2005,crime drama thriller 
65909,Maria,2003,drama 
65930,"Big Stampede, The",1932,western 
65932,Blue,1968,romance western 
65935,"Visitor, The (Muukalainen)",2008,drama mystery 
65939,Kummeli Goldrush (Kummeli kultakuume),1997,comedy 
65974,Shadow of the Holy Book (Pyhän kirjan varjo),2007,documentary 
65982,Outlander,2008,action adventure sci-fi plotholes sci-fi space vikings
65984,Belle of the Nineties,1934,comedy western 
65986,Branded,1950,western 
66006,Beachhead,1954,drama war 
66008,"Signos del zodiaco, Los",1964,drama 
66015,Passchendaele,2008,action drama romance war 
66019,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die)",1974,documentary 
66025,Go Go Tales,2007,comedy drama 
66036,Wrestling with Alligators,1998,drama 
66051,"Badlanders, The",1958,romance western 
66053,Black Widow,1954,drama mystery 
66057,Dead Husbands,1998,comedy drama romance 
66059,Bad Luck Love,2000,crime drama 
66066,"Grudge 3, The",2009,horror 
66068,Indictment: The McMartin Trial,1995,drama thriller 
66090,Eden Lake,2008,horror thriller tense. badending dark forest intense survival
66092,"Triumph of the Nerds, The: The Rise of Accidental Empires",1996,documentary 
66097,Coraline,2009,animation fantasy thriller bechdeltest:pass dakotafanning fantasy neilgaiman parallelsworlds stereoscopic3-d surreal timburton alternatereality alternateuniverse animation author:neilgaiman basedonabook claymation creepy dark darkfairytale darkfantasy dystopia fairytale fantasyworld gothic imaginative plot stopmotion storytelling surreal talkinganimals visuallystunning
66105,"Psychomania (Death Wheelers, The)",1973,horror 
66118,Point of Order,1964,documentary 
66130,Chocolate,2008,action drama martialarts
66140,Blackout,2007,horror thriller 
66152,TerrorVision,1986,comedy horror sci-fi 
66156,"Escapist, The",2008,thriller 
66171,Push,2009,sci-fi thriller chrisevans dakotafanning action psychicpowers sci-fi twistedending
66198,"International, The",2009,drama thriller cliveowen action armsdealer banking corruption justice realistic
66200,Two Lovers,2008,drama romance joaquinphoenix lovetriangle
66203,He's Just Not That Into You,2009,comedy drama romance benaffleck drewbarrymore jenniferaniston jenniferconnelly justinlong scarlettjohansson adaptedfrom:book chickflick funny happyending romance romanticcomedy
66234,Jar City (Mýrin),2006,crime drama thriller 
66246,Numbskull Emptybrook (Uuno Turhapuro),1973,comedy 
66250,California,1946,romance western 
66252,Canyon Passage,1946,action romance western 
66268,"Con, The",1998,comedy crime 
66279,Husbands,1970,drama 
66282,"Cimarron Kid, The",1952,western 
66284,"Avenging Conscience, The",1914,drama horror 
66289,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma),1990,crime film-noir horror romance thriller 
66295,33 Scenes from Life (33 sceny z zycia),2008,drama 
66304,Hotel for Dogs,2009,adventure children comedy 
66306,The Deadly Trackers,1973,drama western 
66310,Frontière(s),2007,drama horror thriller 
66317,Comet in Moominland,1992,adventure animation fantasy 
66320,"11th Hour, The",2007,documentary 
66323,Daddy (Tato),1995,drama 
66330,Fireflies in the Garden,2008,drama 
66335,Afro Samurai: Resurrection,2009,animation 
66337,Café Lumière,2003,drama 
66339,Death by Hanging (Koshikei),1968,comedy crime 
66344,"Last Movie, The",1971,drama 
66352,Dry Season (Daratt),2006,drama 
66365,Trancers,1985,action sci-fi 
66369,"Man Who Quit Smoking, The (Mannen som slutade röka)",1972,comedy 
66371,Departures (Okuribito),2008,drama japan beautifulmusic beautifulscenery calm cello confrontingdeath death earnest emotional fathersonrelationship japan life&death mentor understated unique
66385,Taking Chance,2009,drama war 
66389,AmericanEast,2008,drama 
66427,My Name Is Bruce,2007,comedy horror 
66437,Man in the Chair,2007,comedy drama 
66440,Robinson in Space,1997,documentary sci-fi 
66491,Kimberly,1999,comedy romance 
66503,Rally On! (Ralliraita),2009,comedy 
66506,Ping Pong Playa,2007,comedy 
66509,Funny People,2009,comedy drama adamsandler juddapatow lesliemann sethrogen honest long stand-upcomedy
66511,Berlin Calling,2008,comedy drama 
66537,"Letter for the King, The (Brief voor de koning, De)",2008,adventure 
66539,Firepower,1979,action drama thriller 
66544,Nuremberg,2000,drama war 
66547,Bigger Than Life,1956,drama mystery thriller 
66549,Going to Kansas City,1998,drama romance thriller 
66553,Show Me,2004,crime drama thriller 
66579,"Lost, The",2009,thriller 
66584,Pistol Whipped,2008,action drama 
66590,"Far Horizons, The",1955,western 
66592,Container,2006,drama horror 
66596,Mystery Team,2009,comedy crime mystery 
66618,"World Without Thieves, A (Tian xia wu zei)",2004,action crime drama 
66620,"Gunfight at Dodge City, The",1959,western 
66622,His Private Secretary,1933,comedy romance 
66639,Street Fighter: The Legend of Chun-Li,2009,action adventure sci-fi thriller 
66655,Tough Enough (Knallhart),2006,crime drama 
66659,Tyler Perry's Madea Goes to Jail,2009,comedy crime drama 
66662,"Black Watch, The",1929,adventure drama 
66665,Away We Go,2009,comedy drama romance characterswithgreatdepth johnkrasinski maggiegyllenhaal mayarudolph cute greatsoundtrack humorous philosophical pregnancy quirky roadtrip slow smartdialogues soundtrack witty
66667,Hell to Eternity,1960,drama war 
66686,"Unsuspected, The",1947,drama film-noir thriller 
66691,"Thick as Thieves (a.k.a. Code, The)",2009,crime morganfreeman
66701,Beautiful Ohio,2006,comedy drama 
66718,"Cry, The (Grido, Il)",1957,drama 
66720,"Big Lift, The",1950,drama war 
66744,"Divo, Il",2008,drama 
66758,Wings (Krylya),1966,drama 
66762,Paris,2008,comedy drama romance 
66773,Adrift in Manhattan,2007,drama 
66783,Friday the 13th,2009,horror 
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",2008,action adventure comedy western funny weird desert stylized trains treasurehunt
66789,Screamers: The Hunting,2009,sci-fi thriller 
66798,"Pink Panther 2, The",2009,adventure comedy mystery 
66801,Crips and Bloods: Made in America,2008,documentary 
66808,Far Cry,2008,action adventure drama 
66813,"English Surgeon, The",2007,documentary 
66815,"Hell of a Day, A (Reines d'un jour)",2001,comedy drama 
66854,Shara (Sharasojyu),2003,drama 
66857,Marius,1931,comedy drama romance 
66859,"Adventures of Food Boy, The (aka High School Superhero)",2008,comedy 
66861,César,1936,comedy drama romance 
66866,They Wait,2007,horror mystery thriller 
66868,"Rebel, The",2006,action drama romance 
66870,Everlasting Moments (Maria Larssons eviga ögonblick),2008,drama 
66897,Expecting Love (Mala wielka milosc),2008,comedy romance 
66915,Rock-A-Doodle,1991,adventure animation children musical 
66927,Tokyo.Sora,2002,drama 
66932,Dead Silent,1999,thriller 
66934,Dr. Horrible's Sing-Along Blog,2008,comedy drama musical sci-fi captainhammer dr.horrible feliciaday josswhedon nathanfillion neilpatrickharris anti-hero bittersweet comedy freetodownload funny geeky gooddialogue greatsoundtrack josswhedon lowbudget madscientist musical notamovie parody sadending sci-fi short superhero tooshort twistending
66943,"Cottage, The",2008,comedy crime horror thriller 
66947,Two Men in Manhattan (Deux hommes dans Manhattan),1959,crime drama thriller 
66977,Fanny,1932,comedy drama romance 
66979,Out at the Wedding,2007,comedy romance 
66981,Hell Town (Born to the West),1937,romance western 
66983,"Hasty Heart, The",1949,drama 
67009,Frontrunners,2008,documentary 
67068,"Quick and the Dead, The",1987,western 
67073,Day of the Dead,2008,horror 
67087,"I Love You, Man",2009,comedy andysamberg jaimepressly jasonsegel paulrudd rashidajones bromance bromantic brother-brotherrelationship comedy friendship gayfriendly lackoffriends likeable masculinity
67096,"Big Steal, The",1949,adventure drama film-noir thriller 
67098,Billy Budd,1962,adventure 
67135,Night Has a Thousand Eyes,1948,drama film-noir 
67138,Live Free or Die,2006,comedy crime 
67140,Blonde Venus,1932,drama 
67168,Dance of the Dead,2008,adventure comedy horror 
67186,"Haunting in Connecticut, The",2009,horror thriller 
67193,Duplicity,2009,crime romance thriller 
67197,Knowing,2009,action drama mystery sci-fi thriller nicolascage aliens apocalypse apocalyptic badscience catastrophe creepy death eerie endoftheworld father-sonrelationship mystery paranormal plotholes pseudoscience religiousovertones sci-fi thought-provoking unintentionalcomedy
67223,Sugar,2008,drama 
67233,Young Thugs: Nostalgia (Kishiwada shônen gurentai: Bôkyô),1998,drama 
67247,Praying with Lior,2008,documentary 
67252,Ong-Bak 2: The Beginning (Ong Bak 2),2008,action 
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",2009,crime drama mystery thriller nazis noomirapace nudity(topless-notable) r sweden adaptedfrom:book anti-hero basedonabook biblicalreferences bisexual cinematography computers crime dark edgy femaleprotagonist foreignlanguage hacker hackers investigation investigativejournalism journalism journalist murder racism rape strongfemalelead suspense swedish violence
67267,Sunshine Cleaning,2008,comedy drama amyadams emilyblunt funny witty
67298,Hangman's Knot,1952,western 
67300,Immortal Sergeant,1943,drama war 
67314,Never Ever! (Nigdy w zyciu!),2004,comedy romance 
67316,"Children of Leningradsky, The",2005,documentary 
67354,Stacy,2001,comedy horror 
67356,Insanitarium,2008,horror thriller 
67359,Illegal,1955,crime drama film-noir 
67361,Echelon Conspiracy,2009,action mystery thriller 
67363,Jasminum,2006,comedy drama 
67365,After Sex,2007,comedy drama romance 
67370,"Third Part of the Night, The (Trzecia czesc nocy)",1972,drama horror war 
67405,13B,2009,horror mystery thriller 
67408,Monsters vs. Aliens,2009,animation sci-fi imax 3d dreamworks hughlaurie kiefersutherland sethrogen alieninvasion aliens allthebestpartsareinthetrailer animation computeranimation monsters
67420,Boarding Gate,2007,thriller 
67422,California Dreamin' (Nesfarsit),2007,comedy drama war 
67424,Counter Investigation (Contre-enquête),2007,crime drama 
67429,Sita Sings the Blues,2008,animation musical 
67457,Naked Fear,2007,horror thriller 
67459,Chaos,2005,crime drama horror 
67464,Three on a Match,1932,crime drama romance 
67501,Kogel mogel,1988,comedy 
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),1971,documentary 
67508,"Baader Meinhof Komplex, Der",2008,action crime drama thriller 
67534,Big Stan,2007,comedy 
67536,Dating the Enemy,1996,comedy romance 
67603,Blue Steel,1934,western 
67607,We Live in Public,2009,documentary 
67620,Nothing But the Truth,2008,drama thriller 
67624,"Square, The",2008,thriller 
67657,"Gray Man, The",2007,crime thriller 
67665,Anvil! The Story of Anvil,2008,documentary musical heavymetal
67667,Border Incident,1949,crime drama film-noir 
67675,Star of Midnight,1935,comedy mystery romance 
67695,Observe and Report,2009,action comedy annafaris racism sethrogen darkcomedy
67702,Private Lives,1931,comedy drama 
67704,Too Many Girls,1940,comedy musical 
67706,Union Station,1950,drama film-noir 
67734,Adventureland,2009,comedy drama 1980s billhader jesseeisenberg kristenstewart romance ryanreynolds amusementpark borderingongirly comedy comingofage funny greatsoundtrack marijuana nihilism quirky teens
67744,With Fire and Sword (Ogniem i mieczem),1999,adventure crime drama romance war 
67748,Scenes of a Sexual Nature,2006,comedy drama romance 
67784,"Cake Eaters, The",2007,drama 
67788,Confessions of a Shopaholic,2009,comedy romance cute feel-good goodcleancomedy romance shopping
67792,"Black Balloon, The",2008,drama 
67799,The Butterfly Effect 3: Revelations,2009,drama fantasy sci-fi thriller twistending
67801,Revanche,2008,crime drama romance 
67803,One Kill,2000,crime drama 
67809,Killer Force,1976,action thriller 
67839,"Lucky Ones, The",2008,comedy drama war 
67845,My Friend Henry (Ystäväni Henry),2004,children drama 
67847,Cialo,2003,comedy crime 
67850,Fitna,2008,documentary 
67852,"Bar at the Victoria Station, A (Bar na Victorii)",2003,documentary 
67865,Land of Happines (Onnen maa),1993,drama 
67867,Dragonball Evolution,2009,action adventure fantasy sci-fi inaccurateadaptation
67869,Flash Gordon,1936,action adventure sci-fi 
67873,Your Life in 65 (Tu vida en 65'),2006,comedy romance 
67876,Kansas Raiders,1950,action adventure western 
67878,"Lonely Man, The",1957,western 
67881,Dating Games People Play,2005,comedy 
67888,Man on the Flying Trapeze,1935,comedy 
67890,Porgy and Bess,1959,drama musical romance 
67892,Can-Can,1960,comedy musical romance 
67894,Pekka ja Pätkä lumimiehen jäljillä,1954,comedy 
67896,Law and Order,1953,action romance western 
67898,"Gravedancers, The",2006,horror thriller 
67900,Broken,2006,horror thriller 
67907,Kiler,1997,comedy crime 
67923,"Fast & Furious (Fast and the Furious 4, The)",2009,action crime drama thriller racing vindiesel cars franchise
67925,City Girl,1930,drama romance 
67927,Hangover Square,1945,crime drama horror thriller 
67929,Sanshiro Sugata (Judo Saga) (Sugata Sanshirô),1943,action adventure drama 
67931,Sanshiro Sugata Part Two (Judo Saga II) (Zoku Sugata Sanshirô),1945,action adventure 
67949,"Exterminating Angels, The (anges exterminateurs, Les)",2006,drama fantasy romance 
67957,Superstar: The Karen Carpenter Story,1988,drama musical 
67980,"Force of One, A",1979,action crime drama thriller 
67983,Gardens of the Night,2008,drama 
67997,In the Loop,2009,comedy armandoiannucci bbcfilms british cynical intelligent politics satire swearing
67999,Global Metal,2008,documentary 
68028,What Doesn't Kill You,2008,crime drama 
68033,Vigilante Force,1976,action adventure crime drama thriller 
68039,Life Is What You Make It (Linha de Passe),2008,drama 
68044,Crime Wave,1954,crime drama film-noir 
68067,Escape from Fort Bravo,1953,western 
68069,Ride Lonesome,1959,western 
68073,Pirate Radio,2009,comedy drama 1960s billnighy british music nickfrost philipseymourhoffman richardcurtis funny pirateradio retro rockandroll soundtrack
68099,Apollo 13: To the Edge and Back,1994,documentary 
68115,"Small Back Room, The",1949,romance thriller 
68135,17 Again,2009,comedy drama matthewperry zacefron beingakidagain geeks highschool parent-childrenrelationship
68137,Nana,2005,drama 
68153,Double Trouble,1984,action comedy 
68157,Inglourious Basterds,2009,action drama war adolfhitler bradpitt christophwaltz deadnazis dianekruger eliroth french imdbtop250 michaelfassbender mã©lanielaurent nazis oscar(bestsupportingactor) paris quentintarantino worldwarii alternatehistory assassination blackcomedy darkcomedy dialogue easilyconfusedwithothermovie(s)(title) ending gore graphic gratuitousviolence greatacting greatsoundtrack insultsaudience'sintelligence jews long multiplelanguages randomunnecessaryclose-upsofcream revenge satire slowpaced soundtrack tarantino tense toolong torture twistending unusualplotstructure vengeance violence visuallyappealing war
68159,State of Play,2009,crime drama thriller helenmirren rachelmcadams russellcrowe corruption journalism lameending murder newspaper politicalcorruption politics protagonistisjournalist secrets subgenre:politicalcorruption theending
68161,"Lawless Breed, The",1953,action romance western 
68163,Lust for Gold,1949,romance western 
68168,"Strategy of the Snail, The (Estrategia del Caracol, La)",1993,comedy drama 
68173,Strike (Stachka),1925,drama 
68175,"Magic of Méliès, The (magie Méliès, La)",1997,documentary 
68177,Lawless Range,1935,western 
68180,Bab'Aziz -The Prince Who Contemplated His Soul,2005,drama 
68194,"Damned United, The",2009,drama basedontruestory british soccer
68201,Hank and Mike,2008,comedy 
68205,Crank: High Voltage,2009,action comedy crime amysmart jasonstatham fastpaced fun gore stupid unrealistic
68214,"Garage, The",1920,comedy 
68216,"Strong Man, The",1926,comedy 
68222,"Final Inquiry, The (Inquiry, The) (inchiesta, L')",2006,adventure drama mystery 
68226,Two Kilers (Kilerów 2-óch),1999,comedy crime 
68233,"Man Behind the Gun, The",1953,western 
68237,Moon,2009,drama mystery sci-fi thriller bechdeltest:fail duncanjones kevinspacey samrockwell sci-fi alterego artificialintelligence atmospheric claustrophobic clone clones cloning corporateculture dark death depressing dialoguedriven directorialdebut drama dystopia future greatsoundtrack hallucination interesting isolation melancholy mindfuck minimalcast moon morality onemanshow plottwist psychological psychologicalthriller psychology robot sci-fi science sciencefiction slow slowpaced solitude space technology thought-provoking thoughtfulsci-fi twistending
68242,Matrimonial Comedy (Komedia malzenska),1994,comedy 
68254,"Smart Set, The",1928,comedy drama 
68259,Aamir,2008,drama thriller 
68263,Mammoth (Mammut),2009,drama 
68265,"Days Between, The (In den Tag hinein)",2001,drama 
68269,"Young Victoria, The",2009,drama romance emilyblunt rupertfriend historicallyinaccurate protagonistisyoungprincess&heir
68271,Intentions of Murder (a.k.a. Murderous Instincts) (Akai satsui),1964,drama 
68273,Amazing Journey: The Story of The Who,2007,documentary 
68288,"Informers, The",2008,crime drama thriller 
68314,Antique (Sayangkoldong yangkwajajeom aentikeu),2008,comedy drama 
68319,X-Men Origins: Wolverine,2009,action sci-fi thriller comicbookadaption hughjackman lievshreiber marvel patrickstewart ryanreynolds storytelling taylorkitsch wolverine action badcgi badplot bodyalteration cheesy comicbook hughjackman inconsistentwithothermovies one-dimensionalcharacters revenge sci-fi sequel superhero superpower toomanycharacters
68324,"Girlfriend Experience, The",2009,drama sex
68326,Turtles Are Surprisingly Fast Swimmers (Turtles Swim Faster Than Expected) (Kame wa igai to hayaku oyogu),2005,comedy 
68329,"Desert Trail, The",1935,western 
68337,Moving Midway,2007,documentary 
68339,American Swing,2008,documentary 
68347,Sin Nombre,2009,crime drama thriller 
68349,"Life and Times of Allen Ginsberg, The",1994,documentary 
68358,Star Trek,2009,action adventure sci-fi imax antonyelchin chrishemsworth chrispine j.j.abrams leonardnimoy simonpegg startrek unsteady-cam winonaryder zacharyquinto zoesaldana action adventure alternatereality bigbudget farfuture fastpaced franchise funny future greatsoundtrack jjabrams lackofdevelopment lackofstory murder plottwist quickcuts reboot revenge scifi sci-fi seriesreset space spacetravel spock teleportation timetravel visuallyappealing
68392,Happy Campers,2001,comedy 
68411,Black Magic,1944,comedy crime drama horror mystery thriller 
68442,Lymelife,2008,comedy drama 
68444,"Great Buck Howard, The",2008,comedy 
68462,Euphoria (Eyforiya),2006,drama romance 
68472,Cherry Blossoms (Kirschblüten - Hanami),2008,drama romance 
68474,Riders of Destiny,1933,romance western 
68480,Flatfoot on the Nile (Piedone d'Egitto),1980,action comedy crime 
68482,XIII: The Conspiracy,2008,action crime mystery thriller 
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),2009,action drama war 
68489,Täynnä Tarmoa,2009,documentary 
68495,Love Sick (Legaturi bolnavicioase),2006,drama 
68498,"Girl from Monaco, The (fille de Monaco, La)",2008,comedy drama 
68511,Black Ice (Musta jää),2007,drama 
68515,Man with an Apartment (Czlowiek z M-3),1969,comedy 
68517,"I Hate Mondays, (Nie lubie poniedzialku)",1971,comedy 
68519,S. Darko (S. Darko: A Donnie Darko Tale),2009,crime mystery sci-fi thriller donniedarko timetravel crappysequel
68522,Earth,2007,documentary beautifulscenery camerawork nature scenic
68524,Sagebrush Trail,1933,western 
68533,Within Limits (Liikkumavara),2009,documentary 
68536,Stanley Kubrick: A Life in Pictures,2001,documentary 
68539,"Lady Takes a Chance, A",1943,comedy romance western 
68541,"Emergency Escape, The (Wyjscie awaryjne)",1982,comedy 
68544,"Stolen Collection, (Skradziona kolekcja)",1979,comedy 
68548,Shuttle,2008,crime drama horror thriller 
68552,Crossing Over,2009,drama 
68554,Angels & Demons,2009,crime drama mystery thriller ewanmcgregor tomhanks action adaptedfrom:book agnosticism basedonabook conspiracytheory mystery notfaithfultothebook secrets thriller twistedending unrealistic
68572,"Kids in the Hall: Same Guys, New Dresses",2001,comedy documentary 
68574,"Django the Bastard (Strangers Gundown, The) (Django il bastardo)",1969,action thriller western 
68576,"Man from Monterey, The",1933,western 
68590,Horrorvision,2001,horror 
68593,Daylight Robbery,2008,crime drama thriller 
68597,Scorpio,1973,action drama thriller 
68612,Outrage,2009,documentary 
68614,"Seduction of Joe Tynan, The",1979,drama 
68645,Man in the Middle,1963,drama war 
