movie_id,bag_of_words
3194,drama romance 
3195,drama 
3196,drama war worldwarii
3197,action crime romance thriller 
3198,crime drama dustinhoffman stevemcqueen basedonabook escape prison prisonescape
3199,comedy drama musical romance 
3200,comedy drama 
3201,drama jacknicholson confrontational rebellion
3202,drama horror 
3203,thriller nicolekidman
3204,action mystery thriller 
3205,horror atmospheric
3206,romance 
3207,adventure 
3208,action comedy 
3209,drama 
3210,comedy drama romance 1980s jenniferjasonleigh nicolascage nudity(fullfrontal-notable) phoebecates seanpenn classic comingofage ensemblecast highschool slackers teen teenmovie
3211,drama 
3212,drama 
3213,animation children batman superhero
3214,drama 
3215,drama 
3216,fantasy horror thriller 
3217,drama 
3218,drama 
3219,mystery thriller 
3220,drama 
3221,drama 
3222,drama 
3223,drama 
3224,drama desert haunting
3225,comedy romance 
3226,documentary 
3227,comedy drama thriller 
3228,comedy 
3229,crime drama 
3230,thriller nazis
3231,comedy 
3232,comedy 
3233,comedy 
3234,comedy fantasy musical 
3235,comedy 
3236,comedy musical western 
3237,documentary 
3238,thriller 
3239,comedy 
3240,comedy 
3241,comedy 
3242,comedy 
3243,comedy paulyshore highschool
3244,comedy romance 
3245,drama 
3246,drama denzelwashington islam racism truestory
3247,comedy crime maggiesmith whoopigoldberg choir music nuns
3248,comedy whoopigoldberg religion
3249,drama thriller thriller
3250,drama mountainclimbing survival
3251,drama mystery 
3252,drama alpacino newyorkcity oscar(bestactor) oscarnominee:bestpicture philipseymourhoffman atmospheric basedonbook blindness comingofage dance dialogue disability drama friendship goodacting greatacting greatcharacters plot sad
3253,comedy saturdaynightlive comedy rockandroll teen
3254,comedy 
3255,comedy drama geenadavis rosieo'donnell tomhanks worldwarii baseball feminism madonna sports tomhanks truestory
3256,action crime drama thriller tomclancy jackryan tense thriller
3257,drama romance thriller kevincostner romance
3258,comedy fantasy brucewillis darkcomedy merylstreep immortality
3259,adventure drama romance 
3260,drama emmathompson
3261,comedy drama romance 
3262,crime drama mystery thriller davidlynch atmospheric detective dreamlike drugs murder nudity(topless) surreal
3263,comedy drama wesleysnipes woodyharrelson basketball sports
3264,action comedy horror cheerleading
3265,action crime drama thriller chowyunfat johnwoo gunfu heroicbloodshed
3266,comedy crime drama thriller darkcomedy mockumentary serialkiller
3267,action crime thriller western robertrodriguez lowbudget
3268,action comedy sylvesterstallone
3269,drama romance sci-fi 
3270,comedy drama romance figureskating
3271,drama garysinise johnmalkovich basedonabook
3272,crime drama harveykeitel drugs
3273,comedy horror mystery thriller franchise serialkiller slasher
3274,drama thriller 
3275,action crime drama thriller boston irish mafia missionfromgod nudity(topless) seanpatrickflanery willemdafoe action crime crimefamily cultclassic darkhumor gay insanity organizedcrime religion serialkiller siblings stylized vengeance vigilante vigilantism
3276,comedy 
3277,drama 
3278,documentary 
3279,action drama 
3280,horror 
3281,documentary 
3282,comedy 
3283,action 
3284,comedy mystery romance 
3285,adventure drama dannyboyle leonardodicaprio nudity(topless) drugs greatsoundtrack idealism island marijuana romance travel utopia
3286,comedy 
3287,animation children 
3288,drama 
3289,drama 
3290,comedy 
3291,thriller 
3292,film-noir 
3293,drama sci-fi 
3294,horror 
3295,drama 
3296,drama sidneypoitier
3297,documentary 
3298,crime drama thriller socialengineering whitecollarcrime money sales scam stockmarket trading wallstreet
3299,comedy drama 
3300,horror sci-fi thriller riddick vindiesel alien aliens anti-hero atmospheric futuristic goodconcept poorcharacterdevelopment sci-fi space stranded suspense villainashero
3301,comedy crime brucewillis matthewperry assassin mob
3302,comedy 
3303,documentary 
3304,crime drama 
3305,film-noir horror 
3306,comedy 
3307,comedy drama romance charliechaplin beautiful bittersweet blindness comedy funny imdbtop250 romance silentmovie slapstick stylized sweet
3308,comedy drama 
3309,comedy 
3310,comedy drama charleschaplin
3311,western 
3312,drama 
3313,comedy 
3314,action drama 
3315,musical 
3316,action thriller 
3317,comedy drama gay michaeldouglas robertdowneyjr tobeymaguire adultery college comingofage writer
3318,drama thriller 
3319,drama 
3320,comedy drama romance 
3321,comedy 
3322,comedy 
3323,comedy crime 
3324,comedy 
3325,comedy drama 
3326,comedy sci-fi 
3327,documentary 
3328,crime drama forestwhitaker jimjarmusch assassin deadpan greatsoundtrack hiphop mafia melancholy quirky samurai stylized witty
3329,drama romance 
3330,drama romance 
3331,drama 
3332,adventure children 
3333,drama 
3334,crime drama film-noir thriller humphreybogart
3335,crime drama 
3336,drama fantasy war 
3337,comedy drama 
3338,documentary 
3339,war 
3340,horror sci-fi 
3341,comedy 
3342,drama war 
3343,comedy drama romance 
3344,horror 
3345,adventure children 
3346,horror 
3347,adventure drama 
3348,crime horror thriller 
3349,comedy 
3350,drama 
3351,horror 
3352,drama 
3353,comedy romance 
3354,sci-fi badscience firstcontact mars sciencefiction spacetravel spacecraft
3355,fantasy horror mystery thriller emmanuelleseigner johnnydepp mystery nudity(topless) romanpolanski ancientbooks atmospheric badending devil dialogue rarebooks satanism story
3357,drama romance 
3358,comedy drama fantasy romance afterlife
3359,comedy drama cycling sports
3360,drama romance basketball sports
3361,comedy drama romance kevincostner baseball dialoguedriven
3362,crime drama 1970s alpacino atmospheric sidneylumet bankrobbery blackcomedy darkcomedy goodstory heist imdbtop250 intense oneday police truestory
3363,comedy drama 1960s georgelucas cars comingofage friendship rockandroll teen
3364,crime film-noir 
3365,drama western johnwayne
3367,war 
3368,romance western 
3369,crime 
3370,drama thriller 
3371,drama 
3372,action war 
3373,western 
3374,drama 
3375,sci-fi 
3376,romance 
3377,drama war 
3378,drama 
3379,drama post-apocalyptic
3380,film-noir 
3381,comedy drama 
3382,drama 
3383,drama musical 
3384,action crime 
3385,comedy 
3386,drama mystery thriller garyoldman johnf.kennedy oliverstone conspiracytheory courtroom politics
3387,comedy mystery 
3388,children comedy 
3389,action adventure 
3390,adventure crime drama romance 
3391,comedy 
3392,comedy 
3393,comedy fantasy romance 
3394,comedy romance 
3395,comedy 
3396,adventure children comedy musical jimhenson muppets roadtrip
3397,children comedy muppets
3398,children comedy musical 
3399,children comedy 
3400,adventure animation children fantasy 
3401,adventure sci-fi 
3402,comedy drama romance 
3403,drama thriller 
3404,action drama 
3405,action drama 
3406,action adventure drama war 
3407,comedy drama 
3408,drama juliaroberts oscar(bestactress) strongwomen basedonatruestory coverup environmental investigation socialcommentary strongfemalelead truestory
3409,drama thriller cheesiness coolconcept gore premonition supernatural
3410,comedy drama 
3411,drama 
3412,adventure children drama hunting wilderness
3413,crime drama 
3414,drama romance war 
3415,drama andreitarkovsky childhood dreamlike enigmatic lyrical meditative poetic reflective surreal visuallystunning
3417,adventure comedy 
3418,adventure crime drama action bechdeltest:pass bradpitt geenadavis girlpower ridleyscott susansarandon carchase feminism rape roadmovie roadtrip strongwoman violence women
3419,comedy crime 
3420,drama thriller alpacino
3421,comedy fightingthesystem funny johnbelushi nationallampoon classic college comedy fraternity
3422,comedy romance 
3423,drama 
3424,drama cultureclash greatcinematography racism socialcommentary spikelee
3425,drama musical 
3426,drama romance 
3427,crime 
3428,drama 
3429,animation comedy aardmanstudios claymation
3430,action crime drama 
3431,action drama 
3432,action drama 
3433,action drama 
3434,action drama 
3435,crime drama film-noir barbarastanwyck fredmacmurray losangeles adultery blackandwhite filmnoir murder noirthriller stylized top250imdb
3436,drama romance 
3437,drama 
3438,action children comedy fantasy sci-fi animationremadeasliveaction comicbook ninja
3439,action children fantasy ninja
3440,action adventure children comedy fantasy franchise
3441,action drama war 
3442,action crime drama 
3443,action drama thriller 
3444,action 
3445,mystery thriller 
3446,comedy drama 
3447,drama 
3448,comedy drama war basedonatruestory robinwilliams vietnamwar censorship radio radiodj warmovie
3449,drama 
3450,comedy elderly
3451,drama katherinehepburn sidneypoitier
3452,action crime romance thriller 
3453,drama romance 
3454,comedy romance 
3455,drama thriller 
3456,drama blindness
3457,drama thriller 
3458,drama romance 
3459,drama horror 
3460,comedy 
3461,adventure drama thriller 
3462,comedy drama romance charleschaplin charliechaplin greatdepression anti-authoritarian blackandwhite factory socialcommentary talky workingclass
3463,comedy 
3465,drama 
3466,comedy fantasy 
3467,drama western 
3468,drama paulnewman blackandwhite pool
3469,drama spencertracy biology courtroomdrama evolution religion science truestory
3470,adventure drama criterion friendship nature
3471,adventure drama sci-fi classic oscar(bestcinematography) sci-fi stevenspielberg abduction alien aliens extraterrestriallife firstcontact music sci-fi space ufo visuallyappealing
3472,horror thriller witch
3473,comedy 
3474,sci-fi thriller 
3475,drama romance 
3476,horror mystery nudity(topless) psychologicalhorror timrobbins vietnamwar alternatereality conspiracy coverup disturbing flashbacks hallucination insanity mentalillness mindfuck multiplerealities nonlinear occult paranoia psychiatry surreal twistdownerending twistending war
3477,comedy drama cultclassic
3478,drama 
3479,adventure fantasy romance matthewbroderick fantasy medieval
3480,drama romance cheerleading highschool
3481,comedy drama romance 90s catherinezeta-jones chicago jackblack johncusack nickhornby actortalkstoaudience basedonabook break-up breakingthefourthwall cliches comedy comingofage funny greatsoundtrack hilarious jackblack music quirky recordstore relationships
3483,animation children adventure bromance dreamworks animation
3484,thriller 
3485,horror 
3486,sci-fi 
3487,western 
3488,horror sci-fi 
3489,adventure comedy fantasy bobhoskins dustinhoffman juliaroberts peterpan robinwilliams stevenspielberg fairytale fantasy father-sonrelationship pirates spielberg uplifting visuallyappealing whimsical
3490,horror 
3491,comedy 
3492,adventure comedy romance 
3493,horror mystery thriller 
3494,adventure drama western johnwayne
3495,comedy drama 
3496,drama 
3497,comedy 
3498,drama turkey disturbing prison
3499,drama horror thriller jamescaan kathybates oscar(bestactress) stephenking adaptedfrom:book basedonabook claustrophobic drama horror hostage menacing scary stephenking suspenseful tense tension thriller writers
3500,comedy drama 
3501,comedy romance 
3502,drama 
3503,drama mystery sci-fi andreitarkovsky russian aliencontact aliens atmospheric basedonabook cerebral dreamlike enigmatic littledialogue meditative psychological sci-fi space surreal
3504,comedy drama fayedunaway oscar(bestactor) oscar(bestactress) oscar(bestsupportingactress) peterfinch sidneylumet journalism satire television
3505,drama mystery thriller espionage thriller twistending
3506,comedy drama 
3507,comedy basedonaplay classic
3508,action adventure drama thriller western clinteastwood revenge western
3509,drama 
3510,drama thriller alternatereality fathersonrelationship father-sonrelationship supernatural timetravel
3511,comedy 
3512,drama romance 
3513,drama thriller 
3514,drama 
3515,comedy romance 
3516,comedy fantasy romance 
3517,crime drama 
3518,drama thriller 
3519,action drama war nazis
3520,comedy 
3521,comedy drama jimjarmusch
3522,drama 
3523,action thriller 
3524,comedy romance 
3525,comedy 
3526,comedy drama 
3527,action sci-fi thriller arnoldschwarzenegger carlweathers jesseventura johnmctiernan action action-packed alien aliens dialogue guns hunting macho military predator sci-fi scificult survival suspenseful violent weapons
3528,drama romance 
3529,crime thriller jacknicholson
3530,comedy 
3531,comedy drama romance 
3533,drama 
3534,drama 
3535,crime horror mystery thriller 1980s christianbale disturbing jaredleto nudity(topless) psychopathy reesewitherspoon sociopathy willemdafoe basedonabook blackcomedy boring business comicalviolence dark darkcomedy funny grim humorous insanity murder newyork notasdisturbingasthenovel psychological psychology satire serialkiller violence yuppies
3536,comedy drama romance edwardnorton
3537,comedy drama 
3538,comedy 
3539,documentary 
3540,drama mystery romance 
3541,action 
3542,drama 
3543,comedy drama 
3544,comedy 
3545,drama musical berlin bobfosse germany joelgrey lizaminnelli nazigermany oscar(bestcinematography) oscar(bestdirecting) worldwarii basedonaplay bisexual history musical politics queer
3546,drama horror thriller bettedavis insanity jealousy psychologicalthriller showbusiness siblingrivalry
3547,comedy drama gay
3548,comedy drama 
3549,comedy musical romance 
3550,horror catherinedeneuve susansarandon atmospheric bauhaus! davidbowie goth
3551,crime drama thriller 
3552,comedy billmurray chevychase classiccomedy golf stonermovie
3553,drama thriller 
3554,drama romance 
3555,action thriller war worldwarii submarine
3556,drama romance 1970s kirstendunst adolescence atmospheric basedonabook comingofage dreamlike enigmatic greatending greatsoundtrack highschool lyrical melancholy narrated psychology reflective stylized suburbia suicide visuallyappealing
3557,mystery thriller 
3558,drama 
3559,comedy drama romance 
3560,crime drama romance 
3561,drama 
3562,comedy drama 
3563,action horror 
3564,children comedy 
3565,comedy drama natalieportman
3566,comedy drama christianity
3567,comedy drama romance 
3568,comedy romance 
3569,comedy drama larsvontrier dogme95 explicitsex socialcommentary weird
3570,drama 
3571,comedy drama 
3572,horror sci-fi 
3573,horror sci-fi 
3574,horror sci-fi 
3575,drama 
3576,action horror sci-fi aliens parasite
3577,drama romance 
3578,action adventure drama epic hanszimmer joaquinphoenix leadership oscar(bestactor) oscar(besteffects-visualeffects) oscar(bestpicture) oscarwinner:bestpicture ridleyscott romanempire rome russellcrowe war action ancientrome boring drama epic fight gladiator gladiators heroic heroism historical history imdbtop250 overlong revenge slavery strongscore stylized swordfight violence violent visual
3579,drama 
3580,drama 
3581,comedy 90sclubculture british drugs
3582,comedy documentary drama 
3583,drama musical 
3584,action drama romance thriller 
3585,adventure war 
3586,drama romance 
3587,horror 
3588,crime drama 
3589,adventure fantasy 
3590,comedy drama 
3591,comedy drama 
3592,animation sci-fi 
3593,action sci-fi badspecialeffects aliens incoherent scientologist stupid terribledialogue wasteofcelluloid
3594,drama musical ballet dance dancing
3595,comedy 
3596,comedy 
3597,comedy 
3598,crime drama romance thriller shakespeare
3599,comedy musical 
3600,comedy musical 
3601,comedy western 
3602,comedy musical romance 
3603,comedy 
3604,musical 
3605,crime drama musical 
3606,comedy musical romance 
3607,comedy western 
3608,adventure comedy timburton
3609,documentary 
3610,drama musical romance 
3611,animation children comedy 
3612,adventure children fantasy musical romance 
3613,comedy 
3614,comedy romance 
3615,adventure animation children dinosaurs
3616,comedy romance 
3617,comedy nudity(topless-notable) nudity(topless) teenmovie college comedy roadtrip sexcomedy
3618,comedy crime 
3619,comedy 
3620,comedy drama 
3621,drama horror hysteric
3622,comedy 
3623,action adventure thriller johnwoo lameending tomcruise action cheesy espionage mountainclimbing suspense
3624,action adventure comedy western jackiechan owenwilson westerncomedy fightscenes kungfu martialarts
3625,documentary 
3626,comedy 
3627,horror thriller atmospheric dreamlike ghosts
3628,action drama romance war 
3629,adventure comedy romance charliechaplin
3630,horror 
3631,comedy 
3632,comedy crime 
4143,horror mystery 
3633,action adventure romance thriller 007 georgelazenby jamesbond jamesbond skiing
3634,thriller 
3635,action adventure thriller bond jamesbond rogermoore assassin jamesbond nuclearbomb submarine
3636,drama 
3637,drama 
3638,action adventure sci-fi thriller 007 jamesbond rogermoore
3639,action adventure thriller 007 jamesbond rogermoore jamesbond
3640,comedy drama 
3641,drama 
3642,western 
3643,action drama war 
3644,western 
3645,drama 
3646,comedy comedy
3647,adventure children drama 
3648,horror sci-fi 
3649,drama 
3650,horror 
3651,horror 
3652,horror lovecraftianmythology
3653,documentary 
3654,action adventure drama war worldwarii
3655,drama 
3656,crime film-noir mystery thriller 
3657,drama 
3658,horror sci-fi 
3659,sci-fi thriller 
3662,horror sci-fi thriller 
3663,horror sci-fi thriller 
3664,horror sci-fi thriller 
3665,horror sci-fi thriller 
3666,horror sci-fi thriller 
3667,action comedy crime 
3668,drama romance romance shakespeare
3669,comedy 
3670,war 
3671,comedy western bechdeltest:fail genewilder melbrooks comedy parody satire satirical socialcommentary western
3672,adventure children 
3673,adventure children 
3674,adventure children comedy drama family
3675,comedy musical romance christmas
3676,drama horror atmospheric criterion davidlynch insane arthouse atmospheric blackandwhite creepy cryptic cultfilm dark directorialdebut disturbing dreamlike hallucinatory ominous strange surreal weird
3677,documentary 70mm nature nodialogue non-verbal photography scenic time-lapse
3678,drama 
3679,documentary musical 
3680,documentary 
3681,action drama thriller western clinteastwood enniomorricone leevancleef sergioleone spaghettiwestern western
3682,action crime drama thriller clinteastwood dirtyharry police vigilantism
3683,crime drama film-noir coenbrothers dark neo-noir quirky
3684,drama romance 
3685,comedy drama romance 
3686,horror sci-fi thriller kiefersutherland afterlife alternatereality kevinbacon medicalschool
3687,adventure animation fantasy sci-fi 
3688,comedy nudity(fullfrontal-notable) nudity(fullfrontal) cultfilm highschool
3689,comedy 
3690,comedy 
3691,comedy 
3692,comedy horror 
3693,comedy horror cultclassic campy cultfilm darkcomedy splatter troma
3694,comedy horror 
3695,comedy horror 
3696,comedy horror sci-fi thriller freddekker
3697,action sci-fi thriller action aliens hunting monster predator
3698,action sci-fi arnoldschwarzenegger dystopia stephenking arnold author:stephenking badacting basedonabook campy corruption dystopia dystopicfuture realitytv sobadit'sgood survival television wrongfulimprisonment
3699,adventure drama romance sci-fi aliens
3700,drama sci-fi aliens
3701,crime drama sci-fi thriller aliens thought-provoking
3702,action adventure sci-fi australia melgibson carchase cars cultclassic dystopia gangs lonehero lowbudget motorcycle postapocalyptic post-apocalyptic revenge violent
3703,action adventure sci-fi thriller melgibson nudity(topless) postapocalyptic action carchase desert dystopia lonehero postapocalypse post-apocalyptic sequel
3704,action adventure sci-fi melgibson postapocalyptic crappysequel post-apocalyptic
3705,action comedy romance melgibson
3706,film-noir horror mystery thriller mickeyrourke robertdeniro voodoo devil mystery twistending
3707,drama romance 
3708,horror thriller 
3709,horror 
3710,action comedy crime thriller 
3711,drama 
3712,comedy 
3713,drama 
3714,drama 
3715,comedy crime 
3716,action comedy crime drama 
3717,action crime action angelinajolie nicolascage carchase carjacking cars crime
3718,documentary 
3719,comedy romance 
3720,drama 
3721,comedy crime mystery 
3722,comedy 
3723,drama melgibson shakespeare
3724,drama war 
3725,animation musical 
3726,action thriller gangs
3727,horror western vampires
3728,crime drama film-noir thriller 
3729,action crime drama thriller blaxploitation
3730,drama mystery francisfordcoppola genehackman characterstudy claustrophobic espionage ominous paranoia paranoid psychological
3731,drama thriller 
3732,horror 
3733,drama 
3734,drama 
3735,crime drama alpacino newyorkcity sidneylumet corruption police policecorruption truestory undercovercop
3736,drama billywilder criterion cynical journalism
3737,drama western 
3738,drama 
3739,comedy romance 
3740,action adventure comedy fantasy johncarpenter kurtrussell anti-hero campy cultclassic magic martialarts occult surreal
3741,crime drama thriller terrencemalick atmospheric crime
3742,drama war classic propaganda
3743,comedy romance 
3744,action crime thriller 
3745,action adventure animation children sci-fi animation post-apocalyptic sci-fi space spacetravel
3746,drama 
3747,drama 
3748,comedy romance 
3749,drama 
3750,drama 
3751,animation children comedy aardmanstudios dreamworks aardman animals animation birds claymation family funny stopmotion
3752,adventure comedy hilarious jimcarrey reneezellweger absurd comedy dumb splitpersonality
3753,action drama war americanrevolution heathledger melgibson historical history revengestory war
3754,adventure animation children comedy fantasy 
3755,drama thriller georgeclooney markwahlberg disaster naturaldisaster ocean searchandrescue weather
3756,drama 
3757,horror 
3758,drama sci-fi thriller alienabduction
3759,animation children musical 
3760,comedy nudity(topless)
3761,action crime drama thriller prison
3762,horror 
3763,action crime thriller 
3764,action crime thriller 
3765,crime drama romance 
3766,action war 
3767,action war 
3768,action war 
3769,action 
3770,horror sci-fi thriller 
3771,action adventure fantasy 
3772,fantasy horror thriller 
3773,comedy 
3774,comedy drama romance 
3775,animation children musical 
3776,animation children musical 
3777,comedy horror 
3778,comedy 
3779,sci-fi 
3780,sci-fi 
3781,action crime 
3782,action crime 
3783,crime drama casino neo-noir
3784,comedy fantasy 
3785,comedy horror comedy comedy funny parody spoof stupid
3786,comedy bechdeltest:pass cleaduvall campy cheerleading comingofage cute lesbian lgbt queer satire sexuality
3787,comedy 
3788,drama mystery artistic atmospheric photography stylized
3789,drama 
3790,drama 
3791,drama kevinbacon dance dancing
3792,drama romance western 
3793,action adventure sci-fi famkejanssen halleberry hughjackman ianmckellen patrickstewart x-men action adaptedfrom:comic basedonacomic basedoncomicbook comicbook cultfilm genetics hughjackman marvel mutants psychology sci-fi super-hero superhero superheroes violence
3794,comedy drama 
3795,drama 
3796,romance thriller 
3797,thriller 
3798,drama horror mystery harrisonford ghost supernatural suspenseful
3799,animation children 
3800,crime drama romance thriller 
3801,drama mystery jamesstewart courtroom courtroomdrama
3802,action sci-fi timetravel
3803,comedy drama western 
3804,comedy 
3805,action adventure drama 
3806,western 
3807,adventure fantasy 
3808,drama war 
3809,comedy billmurray richarddreyfuss funny psychology quirky
3810,drama thriller 
3811,drama war southafrica military politics
3812,comedy woodyallen
3813,drama 
3814,comedy 
3816,drama 
3817,comedy drama 
3818,comedy musical 
3819,comedy foodie charming food humorous quirky ramen satirical sexy slow
3820,children 
3821,comedy 
3822,drama romance blackandwhite
3823,drama 
3824,drama romance 
3825,comedy drama romance piperperabo dancingonthebar music romanticcomedy verygirlish
3826,horror sci-fi thriller kevinbacon paulverhoeven sexualizedviolence invisibility rape
3827,action adventure comedy sci-fi clinteastwood space
3828,comedy 
3829,comedy romance 
3830,comedy horror thriller 
3831,comedy marijuana
3832,horror 
3833,horror sci-fi 
3834,adventure drama romance 
3835,thriller 
3836,action comedy war worldwarii anti-hero
3837,action fantasy horror sci-fi thriller 
3838,horror 
3839,horror 
3840,horror 
3841,action comedy 
3843,horror campy
3844,drama 
3845,drama 
3846,comedy 
3847,horror nazis
3848,drama thriller 
3849,horror mystery thriller 
3850,crime thriller 
3851,comedy 
3852,comedy 
3853,drama 
3854,drama romance war lesbian
3855,drama romance 
3856,drama 
3857,thriller 
3858,comedy 
3859,documentary 
3860,comedy crime drama 
3861,comedy football
3862,comedy 
3863,drama horror thriller jenniferlopez vincentd'onofrio alternatereality atmospheric beautifulcinematography beautifulscenery cinematography dark dreamlike dreams gore horror psychological serialkiller stylized surreal torture unique virtualreality visuallystunning
3864,action adventure sci-fi 
3865,comedy documentary 
3866,comedy 
3867,drama 
3868,action comedy crime romance funnyashell leslienielsen comedy parody slapstick spoof
3869,comedy ilaughedcontinuoslythroughoutthisfilm leslienielsen comedy parody
3870,drama 
3871,drama western 
3872,drama 
3873,comedy western 
3874,comedy drama romance 
3875,horror 
3876,comedy crime drama 
3877,action adventure fantasy 
3878,horror sci-fi 
3879,action thriller 
3880,documentary 
3881,documentary 
3882,comedy elizadushku kirstendunst cheerleading guiltypleasure highschool
3883,comedy drama 
3884,comedy 
3885,comedy drama romance 
3886,drama 
3887,drama 
3888,drama romance 
3889,action adventure fantasy 
3890,documentary 
3891,crime drama 
3892,horror 
3893,comedy crime drama romance thriller 
3894,drama 
3895,crime thriller 
3896,crime thriller 
3897,drama 1970s cameroncrowe nudity(topless-notable) nudity(topless) philipseymourhoffman zooeydeschanel affectionate bittersweet comingofage earnest greatsoundtrack groupie humorous journalism music nostalgic philipseymourhoffman rockandroll teen understated warm writers
3898,action comedy 
3899,crime drama thriller 
3900,comedy drama 
3901,comedy drama 
3902,drama 
3903,drama 
3904,drama 
3905,comedy 
3906,crime thriller 
3907,action adventure drama 
3908,horror 
3909,comedy romance 
3910,drama musical larsvontrier bjork blindness cathartic deathpenalty disability disturbing factory greatending greatmusic grim immigrants injustice musical sad surreal tearjerking
3911,comedy christopherguest absurd comedy darkcomedy dogs improvised mockumentary quirky satire
3912,comedy drama 
3913,documentary 
3914,drama 
3915,drama boxing
3916,drama denzelwashington americanfootball basedonatruestory football goodstory highschool inspirational inspiring raceissues racism socialcommentary sports
3917,horror clivebarker atmosphere bodyhorror cultfilm disgustingscenes gory gruesome horror occult supernaturalhorror
3918,horror 
3919,horror 
3920,drama fantasy mystery romance 
3921,comedy 
3922,comedy 
3923,horror sci-fi 
3924,comedy 
3925,comedy drama blackandwhite
3926,adventure sci-fi 
3927,adventure sci-fi miniaturization
3928,comedy horror 
3929,comedy 
3930,adventure horror sci-fi 
3931,horror sci-fi 
3932,horror sci-fi h.g.wells universalmonsters invisibility
3933,horror sci-fi 
3934,sci-fi 
3936,horror musical thriller 
3937,sci-fi thriller robots
3938,horror 
3939,horror 
3940,horror 
3941,horror 
3942,horror 
3943,comedy 
3944,comedy drama 
3945,adventure animation children 
3946,action drama thriller 
3947,action crime drama thriller michaelcaine
3948,comedy benstiller owenwilson robertdeniro comedy funnymoments stupid
3949,drama clintmansel darrenaronofsky jaredleto jenniferconnelly nudity(fullfrontal-notable) nudity(fullfrontal) romance addiction atmospheric basedonabook cinematography dark depressing depressingwithoutbeinguplifting disturbing drama drugabuse drugs emotional greatacting heroin imdbtop250 independentfilm intense loneliness music oscar(bestdirecting) powerfulending preachy prostitution psychological psychology revenge socialcommentary soundtrack tragic unrelentinglybleak visuallyappealing
3950,drama 
3951,drama 
3952,drama thriller politics
3953,comedy romance 
3954,comedy 
3955,comedy 
3956,drama horror thriller 
3957,action drama 
3958,drama 
3959,action adventure sci-fi dystopia inventor timetravel
3960,drama thriller 
3961,horror 
3962,comedy horror 
3963,musical 
3964,animation children 
3965,drama film-noir 
3966,crime film-noir 
3967,drama british england ballet boxing british comingofage dance dancing drama father-sonrelationship goodsoundtrack heartwarming homosexuality independentfilm inspirational selfdiscovery smalltown workingclass
3968,comedy brendanfraser elizabethhurley comedy nicemessage sexydevil
3969,drama abuse alcoholism changetheworld domesticviolence haleyjoelosment idealistic inspirational kevinspacey lasvegas sad thought-provoking twistending
3970,horror 
3971,comedy mystery 
3972,action comedy jackiechan kungfu martialarts
3973,crime horror mystery thriller 
3974,adventure children 
3975,comedy drama 
3976,comedy drama 
3977,action comedy billmurray camerondiaz lucyliu predictable silly
3978,drama romance golf
3979,comedy adamsandler comedy devil hell
3980,drama inspirational
3981,action sci-fi thriller mars
3982,drama 
3983,drama romance siblingrelationships family realistic slow
3984,action adventure thriller 007 jamesbond seanconnery jamesbond
3985,drama war 
3986,action sci-fi thriller arnoldschwarzenegger action arnold futuristic genetics
3987,drama romance 
3988,children comedy fantasy christmas dr.seuss jimcarrey ronhoward xmastheme basedonabook
3989,documentary truestory
3990,animation children comedy 
3991,children comedy dogs
3992,drama romance war italian monicabellucci nudity(fullfrontal-notable) nudity(fullfrontal) comingofage morality socialcommentary
3993,drama romance bdsm nudity(topless-notable) sexualizedviolence censorship freedomofexpression
3994,drama sci-fi brucewillis m.nightshyamalan samuell.jackson atmospheric comics crapending eerie father-sonrelationship m.nightshyamalan mindfuck somber storytelling superhero twistending understated unique well-written
3995,drama 
3996,action drama romance action anglee china kungfu myth atmospheric beautiful beautifullyfilmed china colourful dragon dreamlike fightscenes flying martialarts overrated poetic romance stylized swordfight swordfighting visuallystunning wuxia
3997,action adventure comedy fantasy dragon
3998,drama 
3999,action adventure mountainclimbing
4000,adventure drama 
4001,action 
4002,comedy johncandy sexualhumor stevemartin comedy roadmovie roadtrip travel
4003,comedy 
4004,drama 
4005,action adventure thriller 007 jamesbond timothydalton jamesbond
4006,adventure animation children sci-fi 
4007,drama charliesheen martinsheen michaeldouglas oliverstone oscar(bestactor) ushistory ambition business corporateamerica greed stockmarket
4008,drama war vietnamwar anti-war
4009,drama 
4010,comedy 
4011,comedy crime thriller allmalecast beniciodeltoro bradpitt crime england greatdialogue guyritchie hilarious jasonstatham boxing bradpitt british comedy crime cynical darkcomedy darkhumor dialogue ensemblecast fighting frantic funny greatdialogue guyritchie gypsyaccent heist hilarious imdbtop250 multiplestorylines narrated organizedcrime quirky stylish stylized twistending
4012,comedy drama 
4013,comedy 
4014,drama romance french johnnydepp quirky atheism chocolate colourful family feel-good food food/cooking france love magicrealism smalltown
4015,comedy sci-fi ashtonkutcher seannwilliamscott silly stoner stonermovie aliens comedy stupid
4016,adventure animation children comedy fantasy animation disney disneyanimatedfeature southamerica transformation friendship funny witty
4017,drama 
4018,comedy romance helenhunt melgibson stereotypes telepathy women
4019,drama seanconnery friendship inspirational mentor
4020,thriller drama hilaryswank nudity(topless) cateblanchett psychic supernatural
4021,drama 
4022,drama robertzemeckis survival tomhanks adventure airplanecrash boring drama helenhunt island isolation loneliness lovestory manvs.nature philosophy psychological spiritualjourney stranded unique wilson
4023,comedy drama romance nicolascage alternativelife romance
4024,romance 
4025,comedy crime michaelcaine sandrabullock chickflick comedy ridiculous strongfemalelead
4026,action comedy crime thriller 
